route_id,section_id,heading,text
60,60_section-0,FICHA TÉCNICA,"Rutas de montaña, senderismo y excursiones RUTASPIRINEOS El corredor Vermicelle en Cambre d’Aze Ascensión al circo de Cambre d’Aze por el corredor Vermicelle y bajada por la canal Central Saint-Pierre-dels-Forcats, Alta Cerdaña, Francia Dificultad Alta (PD) Tiempo total efectivo 5:10h Desnivel acumulado 1.200m Distancia total 12 km Punto de salida / llegada Estación Cambre d’Aze Población más cercana Saint-Pierre-dels-Forcats Crestas y corredores Ascensiones alta montaña Español RUTASPIRINEOS El corredor Vermicelle en Cambre d’Aze itinerario sentido de la ruta pico realizado inicio / final INSTITUT GEOGRAPHIQUE NATIONAL. Bourg-Madame Mont-Louis Col de la Perche. TOP25 2250ET. 1:25.000. RUTASPIRINEOS El corredor Vermicelle en Cambre d’Aze"
60,60_section-1,INTRODUCCIÓN,"Itinerario clásico de invierno, ideal para la iniciación en canales de nieve: subida por el corredor Vermicelle y bajada por la canal Central, en Cambre d’Aze. La aproximación hasta el inicio del corredor se hace desde el aparcamiento de la estación de esquí de Cambre d’Aze, donde llegamos desde Saint-Pierre-dels-Forcats. El popular corredor Vermicelle es un estético y elegante corredor de nieve, situado en la parte derecha de la cara norte del magnífico circo de Cambre d’Aze, en el Pirineo francés. Es la canal más frecuentada de todo el circo, seguramente porque es una de las vías más fáciles y asequibles que hay y, por tanto, se encuentra al alcance de más montañeros. La poca dificultad del corredor contrasta con la impresión que hace observar desde lejos su enorme verticalidad. Este camino estrecho, entre grandes paredes, nos deja muy cerca de la cima occidental de Cambre d’Aze, desde donde disfrutamos de unas vistas espléndidas de gran parte de la Cerdaña. La canal también se utiliza como vía de bajada de algunas de las vías de la parte derecha del circo e, incluso, hay quien la baja esquiando."
60,60_section-2,PUNTOS IMPORTANTES DE PASO (WAYPOINTS),"Descubrir el circo de Cambre d’Aze, un espacio natural de gran belleza en la Cerdaña francesa. Subir por el magnífico corredor Vermicelle y superar la muralla del circo de Cambre d’Aze. Ascender el pico de Cambre d’Aze, punto culminante de todo el circo. El descenso por la canal Central, una delicia para los riders más atrevidos."
60,60_section-3,LO MEJOR DE ESTA RUTA,Punto de paso Tiempo Latitud Longitud Altura Aparcamiento estación Cambre d’Aze 0:00h N 42.4849704º E 2.1171042º 1.637m Pla de Cambre d’Aze 0:45h N 42.4721700º E 2.1174880º 1.933m Inicio de la canal Vermicelle 1:45h N 42.4564170º E 2.1253870º 2.390m Salida de la canal Vermicelle 3:05h N 42.4522530º E 2.1265560º 2.701m Pico de Cambre d’Aze 3:25h N 42.4520990º E 2.1320160º 2.740m Inicio del descenso canal Central 3:30h N 42.4509350º E 2.1307450º 2.722m Circo de Cambre d’Aze 4:10h N 42.4572200º E 2.1265810º 2.336m Aparcamiento estación Cambre d’Aze 5:10h N 42.4849704º E 2.1171042º 1.637m
60,60_section-4,MÁS INFORMACIÓN,"TIEMPO TOTAL EFECTIVO (SIN PARADAS): 5:10h en total. 0:45h hasta el Pla de Cambre d’Aze, 1:00h desde el Pla hasta el pie de la canal, 1:20h para subir toda la canal hasta la cresta, 0:20h desde la salida del RUTASPIRINEOS El corredor Vermicelle en Cambre d’Aze"
60,60_section-5,CÓMO LLEGAR EN COCHE,"Si venimos desde Puigcerdá debemos cruzar la frontera con Francia y seguir por la carretera N116 en dirección a Mont-Louis. Una vez pasado el collado de la Perche, tomamos el desvío a la derecha hacia el pueblo de La Cabanasse, y pasamos por Saint-Pierre-dels-Forcats. Tenemos que llegar hasta el aparcamiento de la estación de esquí de Cambre d’Aze (sector Saint-Pierre-dels-Forcats), donde podremos aparcar el coche. corredor hasta la cima y 1:45h de la cima hasta el aparcamiento de la estación de esquí. DESNIVEL ACUMULADO: 1.200m DISTANCIA TOTAL: 12 km DIFICULTAD TÉCNICA: Alta (PD). La canal Vermicelle tiene unos 250m y hace una pendiente de entre 30º y 45º y la canal Central tiene unos 200m y hace una pendiente de entre 30º y 40º. Depende del año y la cantidad de nieve que haya, en las partes altas de las canales podemos encontrar tramos con algo más de pendiente y cornisas. Para hacer el corredor tenemos que esperar que haya suficiente nieve en la canal, que ésta esté transformada y que no haya riesgo de aludes. El riesgo de aludes durante la aproximación por las pistas de esquí y hasta el interior del circo es bajo. Si hay poca nieve en la canal, es normal encontrar algunos tramos mixtos (roca, hierba y hielo). La dificultad varía en función de las condiciones de la nieve que haya. ÉPOCA: En función del año y la cantidad de nieve que haya, pero aproximadamente desde el mes de enero hasta finales de mayo. MATERIAL: Piolet, crampones y casco. No es necesario, pero podemos llevar también algún cordino y algún anclaje de nieve o roca; recomendables, sobre todo si algún miembro del grupo no tiene demasiada experiencia. CARTOGRAFÍA: OBSERVACIONES: Como alternativas a la bajada por la canal Central, tenemos la arista oeste de Cambre d’Aze y la cara norte del Puig de l’Home Mort; ambas opciones nos llevarán nuevamente al Pla de Cambre d’Aze. También podemos acercarnos hasta el Pla de Cambre d’Aze desde las pistas de esquí de Eyne 2600. · Bourg-Madame Mont-Louis Col de la Perche. TOP25 2250ET. 1:25.000. IGN. · Carte de randonnées Nº8. Cerdagne - Capcir. 1:50.000. IGN. · Cerdanya. Puigpedrós, Carlit, Tossa Plana i Puigmal. 1:50.000. Editorial Alpina."
60,60_section-6,¿SABÍAS QUE...?,El invierno de 2008-09 se convirtió en la temporada estrella en cuanto a la apertura de nuevas rutas de ascensión al circo de Cambre d’Aze? Una serie de borrascas que azotaron todo el Pirineo convirtieron el circo en un auténtico pastel de nata.
60,60_section-7,NO TE PIERDAS...,Las impresionantes vistas de todo el circo de Cambre d’Aze desde la población de Mont-Louis. RUTASPIRINEOS El corredor Vermicelle en Cambre d’Aze
60,60_section-8,RECORRIDO,"A medida que nos vamos acercando en coche a la estación de esquí de Eyne-Cambre d’Aze cada vez tenemos más cerca delante nuestro el magnífico panorama del circo de Cambre d’Aze con sus formas escarpadas y sus corredores llenos de nieve. A medida que nos vamos acercando a la estación, vamos viendo más claramente las diferentes canales que forman este pequeño circo, donde la nieve se conserva hasta bien entrada la primavera gracias a su orientación norte. De izquierda a derecha, mirando el circo desde su base, observamos las siguientes canales: la Central, la Gigoló, la Éclair, la Bougnagas y la Vermicelle. Desde el aparcamiento de la estación de esquí de Cambre d’Aze - sector Saint-Pierre-dels-Forcats (0:00h - 1.637m) debemos de tomar una pista de esquí, en clara dirección O, que sale desde justo delante del bar y la escuela de esquí francesa. La pista va girando hacia la izquierda, en dirección S-SE, y su pendiente es cada vez más acusada. Avanzamos cómodamente por la pista, el terreno está alisado, y vamos siguiendo hacia arriba sin dejarla. Llegamos al Pla de Cambre d’Aze (0:45h - 1.936m), punto en el centro de la estación de esquí donde confluyen varias pistas. En este lugar encontramos un bar y varias mesas y bancos de madera donde podemos hacer un picnic. Si queremos podemos parar, si no retomamos la ruta, en dirección S-SE, subiendo por la pista de esquí que tenemos justo enfrente. Al final de esta pista, en el punto donde terminan las instalaciones de la estación de esquí (telesquí du Plat), tomamos a la izquierda un camino marcado con hitos. Atravesamos el bosque y remontamos un pequeño valle. A medida que vamos subiendo, cada vez tenemos más cerca las paredes del circo delante nuestro. El camino con los hitos se diluye un poco. Desde aquí, tenemos varias opciones pero todas nos conducen hasta el fondo del circo. El itinerario es obvio, no hay pérdida. El panorama que tenemos delante es espléndido. A la derecha del todo del circo, RUTASPIRINEOS El corredor Vermicelle en Cambre d’Aze la canal Vermicelle resta poco definida y queda algo escondida, pero podemos reconocer claramente su entrada. Cruzamos la base del circo hacia la derecha hasta situarnos al otro lado de un espolón de roca que baja paralelamente a la canal Vermicelle. Nos encontramos ahora en una pendiente de nieve inclinada justo por debajo del corredor Vermicelle. Ganamos esta pala de nieve no demasiado inclinada y nos plantamos rápidamente en la entrada de la canal Vermicelle (1:45h - 2.390m). Entramos en el interior del corredor encajonado completamente entre impresionantes paredes que lo cierran por los dos lados. Durante estos primeros metros el corredor oculta su salida, no la podemos ver hasta más adelante. Esta parte inicial presenta la menor pendiente de todo el corredor. A medida que vamos avanzando la canal se va haciendo más estrecha y la pendiente que en general es bastante uniforme se va haciendo más acusada llegando a alcanzar unos 45º aproximadamente. En esta canal difícilmente toca el sol. Como la pendiente no es demasiado fuerte y la dificultad no es muy alta, la canal se suele hacer sin asegurar. No obstante, si lo preferimos podemos asegurarnos con algún anclaje en la nieve o también utilizando friends y tascones en la roca. En la parte de arriba de la canal, ésta se ramifica, y tenemos dos posibilidades para salir y llegar a la cresta. La opción más habitual es la de la izquierda, porque es la que conserva unas mejores condiciones de nieve durante todo el invierno. Puede encontrarse algún tramo con 50-55º de pendiente. La parte derecha, en cambio, es más difícil porque es más vertical y, según las condiciones, puede llegar a tener una pendiente final de 65º con una cornisa que se suele formar cada año. Finalmente llegamos a la salida de la canal Vermicelle (3:05h - 2.701m) en lo alto de la cresta. A partir de este punto, os proponemos continuar por la cresta flanqueándola hacia la izquierda (dirección SE) en dirección al pico de Cambre d’Aze (2.750m) para bajar después por la canal Central. No obstante, si no queréis bajar por la canal Central ni hacer el pico de Cambre d’Aze (2.750m), también tenéis la opción de iros hacia vuestra derecha (en dirección O), subir al pico de Cambre d’Aze Occidental (2.711m) y bajar por la ancha cresta que lleva a las pistas de esquí de Cambre d’Aze. Avanzamos por la cresta ganando algo de desnivel y dejamos a nuestra izquierda la canal Central que es por donde luego bajaremos de nuevo hasta la entrada del circo. Subimos unos metros más y avanzamos por la cresta en dirección NE. Llegamos al pico de Cambre d’Aze (3:25h - 2.750m), techo de toda la zona de Cambre d’Aze, donde encontramos una cruz metálica. En un sitio tan prestigioso es inevitable encontrar los ya habituales símbolos religiosos. Desde este punto disfrutamos de unas buenas vistas de todo el circo y de gran parte de la Cerdaña francesa y el Capcir. Desde la cima deshacemos el camino por la cresta por donde hemos venido. Vamos a buscar el inicio de la canal Central (3:30h - 2.722m), que recorreremos para bajar otra vez al circo de Cambre d’Aze. Se trata de una canal de dificultad fácil (F), de unos aproximadamente 200m y con una pendiente de entre 30º y 40º. Se utiliza como vía de bajada de la mayor parte de canales del circo o como vía de subida más directa para hacer el pico de Cambre d’Aze desde el interior del circo. Al tratarse de una canal ancha y de pendiente moderada, en invierno muchos esquiadores la bajan esquiando disfrutando de las hermosas vistas que hay."
61,61_section-0,FICHA TÉCNICA,"RUTASPIRINEOS Rutas de montaña, senderismo y excursiones Dificultad Tiempo total efectivo Distancia total Desnivel acumulado Altitud máxima Altitud mínima Punto de salida / llegada Población más cercana Costa Pubilla o Pla de Pujalts (2.056m) desde el santuario de Montgrony Precioso itinerario circular que nos lleva hasta la cima más elevada de la sierra de Montgrony en el Ripollés, en el Prepirineo de Girona Gombrèn, Bajo Ripollés y Montgrony, Gerona Notable 4:30h 13,6 km 775m 2.056m 1.342m Santuario de Montgrony Gombrèn Català Español Paisatges pintorescos Rutas circulares Ascensiones media montaña RUTASPIRINEOS Costa Pubilla o Pla de Pujalts (2.056m) desde el santuario de Montgrony Montgrony. 1:25.000. Editorial Alpina. itinerario sentido de la ruta inicio / final"
61,61_section-1,NO TE PIERDAS...,"El tramo de descenso desde la cima del Costa Pubilla hasta el collado de la Bona. Durante este tramo de la ruta avanzamos por una loma amplia, cómoda y panorámica enlazando varios picos secundarios. RUTASPIRINEOS Costa Pubilla o Pla de Pujalts (2.056m) desde el santuario de Montgrony"
61,61_section-2,INTRODUCCIÓN,"Ruta circular de 13,6 km de longitud hasta el punto más elevado de la sierra de Montgrony, la cima conocida con los nombres de Costa Pubilla o Pla de Pujalts (2.056m). Empezamos la ruta en el santuario de Montgrony. Hacemos la ascensión siguiendo el itinerario clásico que pasa por el Malpàs, el antiguo refugio de las Planelles y sube por los Rasos del Camps (o Camps d’Ordi). Una vez llegamos al collado de Coma Ermada, seguimos el lomo hasta la cima sin pérdida. Hacemos el descenso por el collado de la Bona y el collado de Meians. Durante todo el recorrido alternamos tramos de pista y tramos de sendero, en algunos puntos bastante desdibujados. El Montgrony es una sierra prepirenaica situada en el extremo occidental del Ripollés, en su límite con Castellar de n’Hug (Berguedá). La ruta que os proponemos nos lleva hasta el punto más elevado del Montgrony, la cumbre del Costa Pubilla o Pla de Pujalts, que gracias a su ubicación se convierte en un mirador fantástico de las comarcas de la Cataluña central y de las montañas del Pirineo oriental. El itinerario nos ofrece paisajes prepirenaicos preciosos y nos descubre una zona llena de historia y leyendas."
61,61_section-3,PUNTOS IMPORTANTES DE PASO (WAYPOINTS),Punto de paso Tiempo Altura Latitud Longitud Aparcamiento Santuario de Montgrony 0:00h 1.352m 42.2660917º 2.0846435º Iglesia de Sant Pere de Montgrony 0:10h 1.403m 42.2662644º 2.0856320º Refugio de les Planelles 0:20h 1.375m 42.2701090º 2.0854931º Dejamos pista / tomamos sendero izquierda 0:27h 1.405m 42.2725582º 2.0859385º Cruce de caminos 0:50h 1.521m 42.2709906º 2.0770415º Collado de Coma Ermada 2:00h 1.875m 42.2862623º 2.0889037º Costa Pubilla o Pla de Pujalts 2:30h 2.056m 42.2857470º 2.0805752º Collado de la Bona 2:55h 1.888m 42.2908082º 2.0703672º Fontetes de Meians 3:15h 1.755m 42.2861460º 2.0690960º Collet de Meians 3:50h 1.463m 42.2780288º 2.0568113º Aparcamiento Santuario de Montgrony 4:30h 1.352m 42.2660917º 2.0846435º Sistema de coordenadas geográficas. Datum Europeo 1950 RUTASPIRINEOS Costa Pubilla o Pla de Pujalts (2.056m) desde el santuario de Montgrony
61,61_section-4,MÁS INFORMACIÓN,"DURACIÓN: Día completo TIEMPO TOTAL EFECTIVO (SIN PARADAS): 4:30h en total: 2:00h de ascensión desde el santuario de Montgrony hasta el collado de Coma Ermada, 0:30h desde este collado hasta la cima del Costa Pubilla o Pla de Pujalts y 2:00h para hacer el descenso hasta el santuario pasando por el collado de la Bona y el collado de Meians. DESNIVEL ACUMULADO: 775m DIFICULTAD TÉCNICA: Notable. Aunque siempre avanzamos por senderos o pistas, hay que prestar atención a la orientación: hay bastantes desvíos y la señalización es escasa y no es homogénea (marcas de pintura de varios colores, tramos con hitos de piedras, algunas señales verticales). En el tramo de descenso desde el collado de la Bona hasta las Fontetes de Meians hay que superar algún punto donde encontramos grandes rocas (ayudarnos con las manos nos puede dar seguridad). ÉPOCA: Primavera, verano y otoño. CARTOGRAFÍA: Montgrony. 1:25.000. Editorial Alpina. OBSERVACIONES: 1.- Podemos empezar la ruta en el mismo pueblo de Gombrèn y subir por el antiguo camino del santuario hasta llegar a él. En este caso la exigencia física de la ruta aumenta considerable­ mente, hay que añadir 500m de desnivel y 6,2 km de longitud. 2.- El primer tramo de la ruta presenta una alternativa: desde el santuario de Montgrony podemos tomar la pista asfaltada de acceso al santuario y subir por el sendero que asciende por el collado de las Eres hasta empalmar con el punto de paso número 5 de la ruta que describimos en esta guía. 3.- Desde el collado de Coma Ermada también podemos abordar la ascensión a la cima de la Covil (2.001m), que nos ofrece muy buenas vistas de Campelles y del valle de Ribes de Freser."
61,61_section-5,¿SABÍAS QUE...?,"La ganadería sigue siendo una de las principales actividades económicas de esta zona del Ripollés? Caminando por estas montañas cruzaremos vallas para el ganado, veremos infinidad de prados de pasto y pasaremos por varias explotaciones ganaderas. Sólo en Gombrèn hay censadas más de 1.000 cabezas de ganado, sobre todo ovinos y bovinos (Fuente: Idescat)."
61,61_section-6,LO MEJOR DE ESTA RUTA,"La situación geográfica del Montgrony, que nos permite disfrutar de grandes vistas de las montañas del Pirineo oriental, el Montseny, Montserrat, el Pedraforca, la sierra del Cadí,... Una ruta circular que nos ofrece muchísimos elementos de interés: bosques, prados subalpinos, amplias lomas, riscos, masías, fuentes, ermitas, búnkeres,... RUTASPIRINEOS Costa Pubilla o Pla de Pujalts (2.056m) desde el santuario de Montgrony"
61,61_section-7,RECORRIDO,"Empezamos la excursión en el aparcamiento del santuario de Montgrony (0:00h - 1.352m). Subimos por una rampa y entramos en el conjunto del santuario. Primero nos encontramos el edificio de la antigua casa del rector, donde ahora se encuentra el Centro de Interpretación, y el edificio donde está la hospedería y el bar-restaurante. Entre estos dos edificios hay una terraza con un balcón que nos ofrece unas vistas maravillosas. Subimos por las escaleras que hay talladas en la roca y que pasan por el lado de la hospedería. Estas son las legendarias escaleras que se dice que hizo construir el Conde Arnau (Comte Arnau en catalán). Son setenta y dos escalones que nos llevan hasta la pequeña capilla de la Virgen de Montgrony. Dejamos atrás la capilla y continuamos por el segundo tramo de escaleras, hacia arriba, y llegamos a la meseta de Sant Pere. Caminamos unos metros más por un sendero hasta la iglesia de Sant Pere de Montgrony (0:10h - 1.403m). Deshacemos el sendero que hemos seguido hasta la iglesia, seguimos la meseta hasta su extremo NO y tomamos el sendero que sale en esta misma dirección (NO) hacia el llamado estrecho del Malpàs (encontramos una señalización vertical: “Camí del Malpàs”). Pasamos junto a una cueva. El camino va siguiendo el barranco de Sant Ou y se hace estrecho; una barandilla nos protege de la caída que hay a nuestra izquierda. Subimos unos metros y enseguida volvemos a bajar para dirigirnos hasta el fondo del barranco. Llegamos al refugio de las Planelles (0:20h - 1.375m), un refugio abandonado que actualmente está en ruinas. Justo frente al refugio, cruzamos el arroyo por un puente de madera y llegamos a una pista de tierra. Tomamos esta pista hacia nuestra derecha (N), en ligera subida. Al cabo de pocos minutos, en una curva hacia la derecha, tomamos un sendero que sale a mano izquierda En Campdevànol dejamos la N-260 (carretera que une Ripoll y Ribes de Freser) y tomamos la carretera GI-402 en dirección a Gombrèn (8,5 km). Llegamos a Gombrèn, cruzamos el pueblo y continuamos por la carretera. A 1 km de Gombrèn dejamos la carretera GI-402 y tomamos la pista asfaltada que sale a la derecha en dirección al santuario de Montgrony (señalizado) y Castellar de n’Hug. Después de 1,5 km dejamos la pista de Castellar de n’Hug y tomamos la pista asfaltada (derecha) del santuario de Montgrony (señalizado). Llegamos al aparcamiento del santuario después de hacer 3,9 km por esta pista. Si venimos desde Castellar de n’Hug, el desvío de la pista asfaltada que sube hacia el santuario quedará a nuestra izquierda."
61,61_section-8,CÓMO LLEGAR EN COCHE,"RUTASPIRINEOS Costa Pubilla o Pla de Pujalts (2.056m) desde el santuario de Montgrony (0:27h - 1.405m) (en dirección O). Hay que prestar atención, este desvío no es evidente: sólo si nos fijamos podremos distinguir el sendero y unas marcas de pintura amarillas y rojas que hay en un pino. Ganamos altitud progresivamente avanzando por el interior de un bosque. Tenemos un arroyo a nuestra izquierda. Al cabo de unos 15 minutos, el sendero gira a la izquierda y cruza el arroyo. Avanzamos ahora en dirección S-SO hasta que llegamos a un cruce de caminos (0:50h - 1.521m). Enlazamos con el sendero que sube desde la pista asfaltada de acceso al santuario por el collado de las Eres. Giramos a la derecha y tomamos este camino en subida. No tardamos en llegar a la zona conocida como Rasos dels Camps o Camps d’Ordi. En este punto el camino gira hacia la derecha (dirección N) y ya podemos ver la parte alta de la sierra de Montgrony. Remontamos los Rasos dels Camps por un camino que primero se desdibuja y que luego se convierte en una pista de tierra. Hacemos un par de zigzags y flanqueamos la montaña hacia la derecha, en dirección NE. Llegamos a un punto donde la pista se acaba y continuamos por un sendero en dirección al collado de Coma Ermada, que ya intuimos claramente (N). Finalmente llegamos al collado de Coma Ermada (2:00h - 1.875m). Este collado está situado en la cresta de la sierra de Montgrony y separa las cumbres del Costa Pubilla (2.053m), al oeste, y la Covil (2.001m), al este. Desde el collado subimos por la loma ancha y redondeada hasta la cumbre del Costa Pubilla o Pla de Pujalts (2:30h - 2.056m). Esta cumbre nos ofrece vistas maravillosas en todas direcciones: al norte vemos el valle de Planoles, la cima del Puigmal y las montañas de Nuria; al este distinguimos las cumbres de la Covil y el Taga; si miramos al sur podemos observar el Baix Ripollés, Osona, Montseny, la Mola, Montserrat,... y al oeste tenemos la cresta redondeada del Montgrony, el extremo oriental de la sierra del Cadí, el Pedraforca,... Desde la cumbre continuamos por la cresta en dirección O y pasamos por una cima secundaria. Seguimos bajando y nos encontramos el búnker del Roc dels Llamps, un búnker de observación construido entre los años 1950 y 1952 que formaba parte de la llamada línea P (“Organización Defensiva del Pirineo”) que Franco hizo levantar. En concreto, este búnker pretendía defender la zona de una posible invasión por la carretera de la Collada de Toses. Seguimos bajando y llegamos al collado de la Bona (2:55h - 1.888m). Desde el collado bajamos por el arroyo de las Fontetes de Meians en clara dirección S. El camino se desdibuja, nosotros seguimos el arroyo y buscamos en todo momento el lugar más cómodo. Llegamos a las Fontetes de Meians (3:15h - 1.755m), punto donde encontramos esta fuente de agua. Pocos metros más abajo de las Fontetes, tomamos la pista de tierra que baja haciendo varios rodeos hacia el collado y la masía de Meians. Llegamos al collado de Meians (3:50h - 1.463m). En este cruce de caminos tomamos la pista forestal -un tramo del GR3- que avanza en dirección SE. LAS LEYENDAS DEL CONDE ARNAU La figura del Conde Arnau aparece de formas muy variadas en la tradición popular catalana. Algunas leyendas lo convierten en un héroe en la guerra contra los sarracenos y otras lo describen como un monstruo que maltrataba a sus vasallos. Este segundo concepto está bastante más extendido que el primero: según estas leyendas, el Conde Arnau, caballero de Mataplana y uno de los nobles más ricos y poderosos de Cataluña, fue condenado a cabalgar eternamente sobre un caballo negro que lanza llamas por la boca y los ojos, y acompañado por un séquito de perros diabólicos. Sus pecados fueron muchísimos, por ejemplo relacionarse con la abadesa del monasterio de Sant Joan o no cumplir los pagos prometidos. Fuente: Hay mucha documentación disponible sobre las leyendas del Conde Arnau. Encontraréis amplia información en Wikipedia. RUTASPIRINEOS Costa Pubilla o Pla de Pujalts (2.056m) desde el santuario de Montgrony Museo del Conde Arnau a Gombrèn El Museo del Conde Arnau está ubicado en el mismo pueblo de Gombrèn y nos describe el linaje de los Mataplana y la figura del conde desde diferentes puntos de vista: histórico, literario, mitológico, arqueológico,... Información visitas: Ayuntamiento de Gombrèn (972 730 300, ajuntament@gombren.cat). Coordenadas GPS: 42.247771º 2.091166º Castillo de Mataplana El castillo de Mataplana era un palacio fortificado de estilo románico sede de la baronía de Mataplana, una de las más ricas e influyentes durante la Edad Media. El castillo también fue residencia del legendario Conde Arnau. Llegamos al castillo por la carretera de Castellar de n’Hug desde Gombrèn (6 km). Información visitas: Ayuntamiento de Gombrèn (972 730 300, ajuntament@gombren.cat). Coordenadas GPS: 42.247771º 2.091166º Gorg dels Banyuts El Gorg los Banyuts es una bonita laguna que está situada en la riera de Garfull. Es un paraje natural muy vinculado a las leyendas del Conde Arnau. Según una de ellas, en esta laguna el diablo ahogó al conde y se lo llevó al infierno. Llegamos al lugar por la carretera del santuario de Montgrony (a 3,7 km de Gombrén, a mano derecha). Coordenadas GPS: 42.258662º 2.070073º ¿QUÉ MÁS PODEMOS VISITAR? Todas las rutas han sido realizadas sobre el terreno por RUTAS PIRINEOS. Las rutas pueden variar mucho en función de la época del año, de la nieve y de las condiciones meteorológicas. La señalización (marcas, paneles, balizas) que podemos encontrar a lo largo de la ruta también puede variar con el tiempo. RUTAS PIRINEOS no se responsabiliza de cualquier mal uso de sus guías y recomienda que cada uno sea responsable y prudente en la montaña. Igualmente, os invitamos a documentaros con libros y guías especializadas para complementar la información descrita. Todos los tiempos son efectivos y toman un carácter orientativo, no se han tenido en cuenta las paradas por pequeñas que Pasamos por las masías de las Viles Grosses y las Viles Xiques y alternamos tramos de tierra con algunos tramos asfaltados. Después de 1 km desde las Viles Xiques, la pista enlaza con la pista asfaltada que sube al santuario desde Gombrèn. Seguimos esta pista prestando atención a los coches que puedan pasar. Finalmente llegamos nuevamente al aparcamiento del santuario de Montgrony (4:30h - 1.352m), punto de inicio y final de esta bonita ruta circular que nos ha llevado a descubrir una de las montañas más emblemáticas del Prepirineo catalán."
62,62_section-0,FICHA TÉCNICA,"Rutas de montaña, senderismo y excursiones RUTASPIRINEOS Posets (3.375m) por la cresta de Espadas Espectacular recorrido por la cresta de Espadas: desde el pico Pavots hasta la cima del Posets Eriste, Valle de Benasque, La Ribagorza, Huesca Dificultad Alta (PD+) Tiempo total efectivo 1:45h | 10:15h Desnivel acumulado +600m | +1.450m/-2.050m Distancia total 17,5 km Punto de salida / llegada Párking puente Espigantosa Población más cercana Eriste (La Ribagorza) 3000 Cimas de 3000m. Ascensiones alta montaña Español Cims de 3000 m. Crestas y corredores RUTASPIRINEOS Posets (3.375m) por la cresta de Espadas itinerario sentido de la ruta picos realizados inicio / final EDITORIAL ALPINA. Posets-Perdiguero. Valles de Benasque, Estós y Chistau. Serie E-25. 1:25.000. RUTASPIRINEOS Posets (3.375m) por la cresta de Espadas"
62,62_section-1,INTRODUCCIÓN,"Os proponemos conquistar la segunda cima más alta de los Pirineos, el Posets, por la cresta de Espadas, ascendiendo los cinco tresmiles que quedan unidos por ella. Un recorrido exigente para gente con experiencia en alta montaña y en progresiones por cresta. Dividimos la ruta en dos jornadas: el primer día subimos desde Espigantosa hasta el refugio Ángel Orús, donde dormimos, y, al día siguiente, primero ascendemos al Pavots y desde allí recorremos la cresta de Espadas: ascendemos el pico Espadas, la Tuca de Llardaneta, la Tuqueta Roya y finalmente el mismísimo Posets. La cresta está catalogada como de iniciación -la mayoría de tramos de la cresta son de grado II exceptuando dos pasos de grado III- pero requiere de nuestra atención y concentración en todo momento: debemos afrontar algunos tramos aéreos y realizar algunas trepadas con buenos agarres. La cresta de Espadas no nos dejará indiferentes. Nos ofrece un largo recorrido que mayoritariamente transcurre por una cómoda y evidente cresta. Sin embargo, nos exige superar algunos tramos aéreos y descompuestos en los que es necesario no tener miedo a las alturas. También deberemos superar el conocido paso del Funambulista, un espectacular paso que nos conduce hasta la Tuca de Llardaneta. Ascender el segundo pico más alto de los Pirineos a través de una larga y bonita cresta. Avanzar por la cresta, ascendiendo los cinco tresmiles que quedan unidos por ella."
62,62_section-2,MÁS INFORMACIÓN,"TIEMPO TOTAL EFECTIVO (SIN PARADAS): · 1er día: 1:45h desde el aparcamiento del puente de Espigantosa hasta el refugio Ángel Orús. · 2o día: 10:15h en total: 2:45h desde el refugio Ángel Orús hasta la cima del pico Pavots, 3:00h para realizar la cresta hasta el pico Posets y 4:30h para bajar desde el pico Posets hasta el aparcamiento del puente de Espigantosa. DESNIVEL ACUMULADO: · 1er día: +600m · 2o día: +1.450m/-2.050m DISTANCIA TOTAL: 17,5 km DIFICULTAD TÉCNICA: Alta (PD+). Se trata de una arista con la gran mayoría de tramos de grado II, y con dos pasos aislados de III: un muro de 4m que hay en la primera parte de la subida al Espadas y el muro para ascender a la Tuca de Llardaneta (poco antes de afrontar este paso de III debemos de cruzar el conocido paso del Funambulista). Pese a la relativa poca dificultad técnica, existen tramos muy aéreos que impresionan si no estamos muy habituados a las crestas y a las alturas en general, y que podemos RUTASPIRINEOS Posets (3.375m) por la cresta de Espadas"
