doc_id,content,data_type,route_id,img_orden,img_path,is_map,pais,region,provincia,comarca,zona,pueblo,nombre_ruta,categoria,dificultad,descripcion_dificultad,distancia_total_km,altitud_minima_m,altitud_maxima_m,desnivel_acumulado_pos,desnivel_acumulado_neg,tiempo_total_min,Punto_salida_llegada,poblacion_cercana,link_archivo,fecha
9_img-9,"Imagen de la ruta 'Beget y Rocabruna por caminos de contrabandistas'. ubicada en Beget, Valle de Camprodón, El Ripollés, Gerona, Cataluña, España. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-beget-i-rocabruna-per-camins-de-contrabandistes_es_p6_img2.jpeg.",image,9,9,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-beget-i-rocabruna-per-camins-de-contrabandistes_es_p6_img2.jpeg,False,España,Cataluña,Gerona,El Ripollés,Valle de Camprodón,Beget,Beget y Rocabruna por caminos de contrabandistas,"Paisajes pintorescos;Rutas circulares;Patrimonio histórico;Lagos, ríos y cascadas",Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,12.9,533.0,1.14,740.0,,240.0,Beget,Beget,https://www.rutaspirineos.org/rutas/beget-i-rocabruna-per-camins-de-contrabandistes,11/11/2025
9_img-10,"Imagen de la ruta 'Beget y Rocabruna por caminos de contrabandistas'. ubicada en Beget, Valle de Camprodón, El Ripollés, Gerona, Cataluña, España. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-beget-i-rocabruna-per-camins-de-contrabandistes_es_p6_img3.jpeg.",image,9,10,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-beget-i-rocabruna-per-camins-de-contrabandistes_es_p6_img3.jpeg,False,España,Cataluña,Gerona,El Ripollés,Valle de Camprodón,Beget,Beget y Rocabruna por caminos de contrabandistas,"Paisajes pintorescos;Rutas circulares;Patrimonio histórico;Lagos, ríos y cascadas",Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,12.9,533.0,1.14,740.0,,240.0,Beget,Beget,https://www.rutaspirineos.org/rutas/beget-i-rocabruna-per-camins-de-contrabandistes,11/11/2025
9_img-11,"Mapa cartográfico de la ruta 'Beget y Rocabruna por caminos de contrabandistas'. ubicada en Beget, Valle de Camprodón, El Ripollés, Gerona, Cataluña, España. representa el trazado de la ruta, su entorno y puntos de referencia. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-beget-i-rocabruna-per-camins-de-contrabandistes_es_mapa.png.",image,9,11,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-beget-i-rocabruna-per-camins-de-contrabandistes_es_mapa.png,True,España,Cataluña,Gerona,El Ripollés,Valle de Camprodón,Beget,Beget y Rocabruna por caminos de contrabandistas,"Paisajes pintorescos;Rutas circulares;Patrimonio histórico;Lagos, ríos y cascadas",Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,12.9,533.0,1.14,740.0,,240.0,Beget,Beget,https://www.rutaspirineos.org/rutas/beget-i-rocabruna-per-camins-de-contrabandistes,11/11/2025
10_img-1,"Imagen de la ruta 'Besiberri Norte (3.014m) desde Cavallers por río Malo'. ubicada en Boí, Valle de Boí, Alta Ribagorza, Lérida, Cataluña, España. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-besiberri-nord-desde-cavallers-por-riu-malo_es_p1_img1.jpeg.",image,10,1,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-besiberri-nord-desde-cavallers-por-riu-malo_es_p1_img1.jpeg,False,España,Cataluña,Lérida,Alta Ribagorza,Valle de Boí,Boí,Besiberri Norte (3.014m) desde Cavallers por río Malo,Ascensiones alta montaña;Cimas de 3.000m,Alta (PD+),Rutas de alta montaña con trepadas (nociones de escalada) generalmente con generosos agarres. La cuerda puede ser necesaria.,13.0,1.73,3014.0,800.0,-1314.0,160.0,Embalse de Cavallers,Caldes de Boí,https://www.rutaspirineos.org/rutas/besiberri-nord-desde-cavallers-por-riu-malo,11/11/2025
10_img-2,"Imagen de la ruta 'Besiberri Norte (3.014m) desde Cavallers por río Malo'. ubicada en Boí, Valle de Boí, Alta Ribagorza, Lérida, Cataluña, España. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-besiberri-nord-desde-cavallers-por-riu-malo_es_p2_img1.jpeg.",image,10,2,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-besiberri-nord-desde-cavallers-por-riu-malo_es_p2_img1.jpeg,False,España,Cataluña,Lérida,Alta Ribagorza,Valle de Boí,Boí,Besiberri Norte (3.014m) desde Cavallers por río Malo,Ascensiones alta montaña;Cimas de 3.000m,Alta (PD+),Rutas de alta montaña con trepadas (nociones de escalada) generalmente con generosos agarres. La cuerda puede ser necesaria.,13.0,1.73,3014.0,800.0,-1314.0,160.0,Embalse de Cavallers,Caldes de Boí,https://www.rutaspirineos.org/rutas/besiberri-nord-desde-cavallers-por-riu-malo,11/11/2025
10_img-3,"Imagen de la ruta 'Besiberri Norte (3.014m) desde Cavallers por río Malo'. ubicada en Boí, Valle de Boí, Alta Ribagorza, Lérida, Cataluña, España. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-besiberri-nord-desde-cavallers-por-riu-malo_es_p2_img2.jpeg.",image,10,3,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-besiberri-nord-desde-cavallers-por-riu-malo_es_p2_img2.jpeg,False,España,Cataluña,Lérida,Alta Ribagorza,Valle de Boí,Boí,Besiberri Norte (3.014m) desde Cavallers por río Malo,Ascensiones alta montaña;Cimas de 3.000m,Alta (PD+),Rutas de alta montaña con trepadas (nociones de escalada) generalmente con generosos agarres. La cuerda puede ser necesaria.,13.0,1.73,3014.0,800.0,-1314.0,160.0,Embalse de Cavallers,Caldes de Boí,https://www.rutaspirineos.org/rutas/besiberri-nord-desde-cavallers-por-riu-malo,11/11/2025
10_img-4,"Imagen de la ruta 'Besiberri Norte (3.014m) desde Cavallers por río Malo'. ubicada en Boí, Valle de Boí, Alta Ribagorza, Lérida, Cataluña, España. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-besiberri-nord-desde-cavallers-por-riu-malo_es_p6_img1.jpeg.",image,10,4,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-besiberri-nord-desde-cavallers-por-riu-malo_es_p6_img1.jpeg,False,España,Cataluña,Lérida,Alta Ribagorza,Valle de Boí,Boí,Besiberri Norte (3.014m) desde Cavallers por río Malo,Ascensiones alta montaña;Cimas de 3.000m,Alta (PD+),Rutas de alta montaña con trepadas (nociones de escalada) generalmente con generosos agarres. La cuerda puede ser necesaria.,13.0,1.73,3014.0,800.0,-1314.0,160.0,Embalse de Cavallers,Caldes de Boí,https://www.rutaspirineos.org/rutas/besiberri-nord-desde-cavallers-por-riu-malo,11/11/2025
10_img-5,"Imagen de la ruta 'Besiberri Norte (3.014m) desde Cavallers por río Malo'. ubicada en Boí, Valle de Boí, Alta Ribagorza, Lérida, Cataluña, España. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-besiberri-nord-desde-cavallers-por-riu-malo_es_p6_img2.jpeg.",image,10,5,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-besiberri-nord-desde-cavallers-por-riu-malo_es_p6_img2.jpeg,False,España,Cataluña,Lérida,Alta Ribagorza,Valle de Boí,Boí,Besiberri Norte (3.014m) desde Cavallers por río Malo,Ascensiones alta montaña;Cimas de 3.000m,Alta (PD+),Rutas de alta montaña con trepadas (nociones de escalada) generalmente con generosos agarres. La cuerda puede ser necesaria.,13.0,1.73,3014.0,800.0,-1314.0,160.0,Embalse de Cavallers,Caldes de Boí,https://www.rutaspirineos.org/rutas/besiberri-nord-desde-cavallers-por-riu-malo,11/11/2025
10_img-6,"Imagen de la ruta 'Besiberri Norte (3.014m) desde Cavallers por río Malo'. ubicada en Boí, Valle de Boí, Alta Ribagorza, Lérida, Cataluña, España. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-besiberri-nord-desde-cavallers-por-riu-malo_es_p6_img3.jpeg.",image,10,6,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-besiberri-nord-desde-cavallers-por-riu-malo_es_p6_img3.jpeg,False,España,Cataluña,Lérida,Alta Ribagorza,Valle de Boí,Boí,Besiberri Norte (3.014m) desde Cavallers por río Malo,Ascensiones alta montaña;Cimas de 3.000m,Alta (PD+),Rutas de alta montaña con trepadas (nociones de escalada) generalmente con generosos agarres. La cuerda puede ser necesaria.,13.0,1.73,3014.0,800.0,-1314.0,160.0,Embalse de Cavallers,Caldes de Boí,https://www.rutaspirineos.org/rutas/besiberri-nord-desde-cavallers-por-riu-malo,11/11/2025
10_img-7,"Mapa cartográfico de la ruta 'Besiberri Norte (3.014m) desde Cavallers por río Malo'. ubicada en Boí, Valle de Boí, Alta Ribagorza, Lérida, Cataluña, España. representa el trazado de la ruta, su entorno y puntos de referencia. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-besiberri-nord-desde-cavallers-por-riu-malo_es_mapa.png.",image,10,7,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-besiberri-nord-desde-cavallers-por-riu-malo_es_mapa.png,True,España,Cataluña,Lérida,Alta Ribagorza,Valle de Boí,Boí,Besiberri Norte (3.014m) desde Cavallers por río Malo,Ascensiones alta montaña;Cimas de 3.000m,Alta (PD+),Rutas de alta montaña con trepadas (nociones de escalada) generalmente con generosos agarres. La cuerda puede ser necesaria.,13.0,1.73,3014.0,800.0,-1314.0,160.0,Embalse de Cavallers,Caldes de Boí,https://www.rutaspirineos.org/rutas/besiberri-nord-desde-cavallers-por-riu-malo,11/11/2025
11_img-1,"Imagen de la ruta 'Besiberri Sur (3.024m) y Comaloforno (3.029m) por los lagos de Gémena'. ubicada en Boí, Valle de Boí, Alta Ribagorza, Lérida, Cataluña, España. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-besiberri-sud-y-comaloforno-por-los-estanys-de-gemena_es_p1_img1.jpeg.",image,11,1,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-besiberri-sud-y-comaloforno-por-los-estanys-de-gemena_es_p1_img1.jpeg,False,España,Cataluña,Lérida,Alta Ribagorza,Valle de Boí,Boí,Besiberri Sur (3.024m) y Comaloforno (3.029m) por los lagos de Gémena,Ascensiones alta montaña;Crestas y corredores;Cimas de 3.000m,Alta (F+),"Rutas de alta montaña con trepadas fáciles y con buenos agarres, por lo que es necesario usar las manos para progresar.",15.0,1497.0,3029.0,1600.0,,610.0,Aparcamiento de Toirigo,Boí,https://www.rutaspirineos.org/rutas/besiberri-sud-y-comaloforno-por-los-estanys-de-gemena,11/11/2025
11_img-2,"Imagen de la ruta 'Besiberri Sur (3.024m) y Comaloforno (3.029m) por los lagos de Gémena'. ubicada en Boí, Valle de Boí, Alta Ribagorza, Lérida, Cataluña, España. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-besiberri-sud-y-comaloforno-por-los-estanys-de-gemena_es_p5_img1.jpeg.",image,11,2,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-besiberri-sud-y-comaloforno-por-los-estanys-de-gemena_es_p5_img1.jpeg,False,España,Cataluña,Lérida,Alta Ribagorza,Valle de Boí,Boí,Besiberri Sur (3.024m) y Comaloforno (3.029m) por los lagos de Gémena,Ascensiones alta montaña;Crestas y corredores;Cimas de 3.000m,Alta (F+),"Rutas de alta montaña con trepadas fáciles y con buenos agarres, por lo que es necesario usar las manos para progresar.",15.0,1497.0,3029.0,1600.0,,610.0,Aparcamiento de Toirigo,Boí,https://www.rutaspirineos.org/rutas/besiberri-sud-y-comaloforno-por-los-estanys-de-gemena,11/11/2025
11_img-3,"Imagen de la ruta 'Besiberri Sur (3.024m) y Comaloforno (3.029m) por los lagos de Gémena'. ubicada en Boí, Valle de Boí, Alta Ribagorza, Lérida, Cataluña, España. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-besiberri-sud-y-comaloforno-por-los-estanys-de-gemena_es_p5_img2.jpeg.",image,11,3,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-besiberri-sud-y-comaloforno-por-los-estanys-de-gemena_es_p5_img2.jpeg,False,España,Cataluña,Lérida,Alta Ribagorza,Valle de Boí,Boí,Besiberri Sur (3.024m) y Comaloforno (3.029m) por los lagos de Gémena,Ascensiones alta montaña;Crestas y corredores;Cimas de 3.000m,Alta (F+),"Rutas de alta montaña con trepadas fáciles y con buenos agarres, por lo que es necesario usar las manos para progresar.",15.0,1497.0,3029.0,1600.0,,610.0,Aparcamiento de Toirigo,Boí,https://www.rutaspirineos.org/rutas/besiberri-sud-y-comaloforno-por-los-estanys-de-gemena,11/11/2025
11_img-4,"Imagen de la ruta 'Besiberri Sur (3.024m) y Comaloforno (3.029m) por los lagos de Gémena'. ubicada en Boí, Valle de Boí, Alta Ribagorza, Lérida, Cataluña, España. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-besiberri-sud-y-comaloforno-por-los-estanys-de-gemena_es_p6_img1.jpeg.",image,11,4,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-besiberri-sud-y-comaloforno-por-los-estanys-de-gemena_es_p6_img1.jpeg,False,España,Cataluña,Lérida,Alta Ribagorza,Valle de Boí,Boí,Besiberri Sur (3.024m) y Comaloforno (3.029m) por los lagos de Gémena,Ascensiones alta montaña;Crestas y corredores;Cimas de 3.000m,Alta (F+),"Rutas de alta montaña con trepadas fáciles y con buenos agarres, por lo que es necesario usar las manos para progresar.",15.0,1497.0,3029.0,1600.0,,610.0,Aparcamiento de Toirigo,Boí,https://www.rutaspirineos.org/rutas/besiberri-sud-y-comaloforno-por-los-estanys-de-gemena,11/11/2025
11_img-5,"Imagen de la ruta 'Besiberri Sur (3.024m) y Comaloforno (3.029m) por los lagos de Gémena'. ubicada en Boí, Valle de Boí, Alta Ribagorza, Lérida, Cataluña, España. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-besiberri-sud-y-comaloforno-por-los-estanys-de-gemena_es_p6_img2.jpeg.",image,11,5,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-besiberri-sud-y-comaloforno-por-los-estanys-de-gemena_es_p6_img2.jpeg,False,España,Cataluña,Lérida,Alta Ribagorza,Valle de Boí,Boí,Besiberri Sur (3.024m) y Comaloforno (3.029m) por los lagos de Gémena,Ascensiones alta montaña;Crestas y corredores;Cimas de 3.000m,Alta (F+),"Rutas de alta montaña con trepadas fáciles y con buenos agarres, por lo que es necesario usar las manos para progresar.",15.0,1497.0,3029.0,1600.0,,610.0,Aparcamiento de Toirigo,Boí,https://www.rutaspirineos.org/rutas/besiberri-sud-y-comaloforno-por-los-estanys-de-gemena,11/11/2025
11_img-6,"Imagen de la ruta 'Besiberri Sur (3.024m) y Comaloforno (3.029m) por los lagos de Gémena'. ubicada en Boí, Valle de Boí, Alta Ribagorza, Lérida, Cataluña, España. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-besiberri-sud-y-comaloforno-por-los-estanys-de-gemena_es_p8_img1.jpeg.",image,11,6,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-besiberri-sud-y-comaloforno-por-los-estanys-de-gemena_es_p8_img1.jpeg,False,España,Cataluña,Lérida,Alta Ribagorza,Valle de Boí,Boí,Besiberri Sur (3.024m) y Comaloforno (3.029m) por los lagos de Gémena,Ascensiones alta montaña;Crestas y corredores;Cimas de 3.000m,Alta (F+),"Rutas de alta montaña con trepadas fáciles y con buenos agarres, por lo que es necesario usar las manos para progresar.",15.0,1497.0,3029.0,1600.0,,610.0,Aparcamiento de Toirigo,Boí,https://www.rutaspirineos.org/rutas/besiberri-sud-y-comaloforno-por-los-estanys-de-gemena,11/11/2025
11_img-7,"Imagen de la ruta 'Besiberri Sur (3.024m) y Comaloforno (3.029m) por los lagos de Gémena'. ubicada en Boí, Valle de Boí, Alta Ribagorza, Lérida, Cataluña, España. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-besiberri-sud-y-comaloforno-por-los-estanys-de-gemena_es_p8_img2.jpeg.",image,11,7,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-besiberri-sud-y-comaloforno-por-los-estanys-de-gemena_es_p8_img2.jpeg,False,España,Cataluña,Lérida,Alta Ribagorza,Valle de Boí,Boí,Besiberri Sur (3.024m) y Comaloforno (3.029m) por los lagos de Gémena,Ascensiones alta montaña;Crestas y corredores;Cimas de 3.000m,Alta (F+),"Rutas de alta montaña con trepadas fáciles y con buenos agarres, por lo que es necesario usar las manos para progresar.",15.0,1497.0,3029.0,1600.0,,610.0,Aparcamiento de Toirigo,Boí,https://www.rutaspirineos.org/rutas/besiberri-sud-y-comaloforno-por-los-estanys-de-gemena,11/11/2025
11_img-8,"Imagen de la ruta 'Besiberri Sur (3.024m) y Comaloforno (3.029m) por los lagos de Gémena'. ubicada en Boí, Valle de Boí, Alta Ribagorza, Lérida, Cataluña, España. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-besiberri-sud-y-comaloforno-por-los-estanys-de-gemena_es_p8_img3.jpeg.",image,11,8,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-besiberri-sud-y-comaloforno-por-los-estanys-de-gemena_es_p8_img3.jpeg,False,España,Cataluña,Lérida,Alta Ribagorza,Valle de Boí,Boí,Besiberri Sur (3.024m) y Comaloforno (3.029m) por los lagos de Gémena,Ascensiones alta montaña;Crestas y corredores;Cimas de 3.000m,Alta (F+),"Rutas de alta montaña con trepadas fáciles y con buenos agarres, por lo que es necesario usar las manos para progresar.",15.0,1497.0,3029.0,1600.0,,610.0,Aparcamiento de Toirigo,Boí,https://www.rutaspirineos.org/rutas/besiberri-sud-y-comaloforno-por-los-estanys-de-gemena,11/11/2025
11_img-9,"Mapa cartográfico de la ruta 'Besiberri Sur (3.024m) y Comaloforno (3.029m) por los lagos de Gémena'. ubicada en Boí, Valle de Boí, Alta Ribagorza, Lérida, Cataluña, España. representa el trazado de la ruta, su entorno y puntos de referencia. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-besiberri-sud-y-comaloforno-por-los-estanys-de-gemena_es_mapa.png.",image,11,9,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-besiberri-sud-y-comaloforno-por-los-estanys-de-gemena_es_mapa.png,True,España,Cataluña,Lérida,Alta Ribagorza,Valle de Boí,Boí,Besiberri Sur (3.024m) y Comaloforno (3.029m) por los lagos de Gémena,Ascensiones alta montaña;Crestas y corredores;Cimas de 3.000m,Alta (F+),"Rutas de alta montaña con trepadas fáciles y con buenos agarres, por lo que es necesario usar las manos para progresar.",15.0,1497.0,3029.0,1600.0,,610.0,Aparcamiento de Toirigo,Boí,https://www.rutaspirineos.org/rutas/besiberri-sud-y-comaloforno-por-los-estanys-de-gemena,11/11/2025
12_img-1,"Imagen de la ruta 'Bony de la Pica (2.402m) desde la Margineda'. ubicada en nan, nan, nan, Andorra la Vella, Parroquia de Andorra la Vella, Andorra. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-bony-de-la-pica-margineda-sispony-andorra_es_p1_img1.jpeg.",image,12,1,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-bony-de-la-pica-margineda-sispony-andorra_es_p1_img1.jpeg,False,Andorra,Parroquia de Andorra la Vella,Andorra la Vella,,,,Bony de la Pica (2.402m) desde la Margineda,Rutas circulares;Ascensiones media montaña;Paisajes pintorescos;Patrimonio histórico,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",24.6,947.0,2402.0,1625.0,,540.0,Calle Mayor de Santa Coloma,Santa Coloma,https://www.rutaspirineos.org/rutas/bony-de-la-pica-margineda-sispony-andorra,11/11/2025
12_img-2,"Imagen de la ruta 'Bony de la Pica (2.402m) desde la Margineda'. ubicada en nan, nan, nan, Andorra la Vella, Parroquia de Andorra la Vella, Andorra. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-bony-de-la-pica-margineda-sispony-andorra_es_p5_img1.jpeg.",image,12,2,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-bony-de-la-pica-margineda-sispony-andorra_es_p5_img1.jpeg,False,Andorra,Parroquia de Andorra la Vella,Andorra la Vella,,,,Bony de la Pica (2.402m) desde la Margineda,Rutas circulares;Ascensiones media montaña;Paisajes pintorescos;Patrimonio histórico,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",24.6,947.0,2402.0,1625.0,,540.0,Calle Mayor de Santa Coloma,Santa Coloma,https://www.rutaspirineos.org/rutas/bony-de-la-pica-margineda-sispony-andorra,11/11/2025
12_img-3,"Imagen de la ruta 'Bony de la Pica (2.402m) desde la Margineda'. ubicada en nan, nan, nan, Andorra la Vella, Parroquia de Andorra la Vella, Andorra. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-bony-de-la-pica-margineda-sispony-andorra_es_p5_img2.jpeg.",image,12,3,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-bony-de-la-pica-margineda-sispony-andorra_es_p5_img2.jpeg,False,Andorra,Parroquia de Andorra la Vella,Andorra la Vella,,,,Bony de la Pica (2.402m) desde la Margineda,Rutas circulares;Ascensiones media montaña;Paisajes pintorescos;Patrimonio histórico,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",24.6,947.0,2402.0,1625.0,,540.0,Calle Mayor de Santa Coloma,Santa Coloma,https://www.rutaspirineos.org/rutas/bony-de-la-pica-margineda-sispony-andorra,11/11/2025
12_img-4,"Imagen de la ruta 'Bony de la Pica (2.402m) desde la Margineda'. ubicada en nan, nan, nan, Andorra la Vella, Parroquia de Andorra la Vella, Andorra. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-bony-de-la-pica-margineda-sispony-andorra_es_p5_img3.jpeg.",image,12,4,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-bony-de-la-pica-margineda-sispony-andorra_es_p5_img3.jpeg,False,Andorra,Parroquia de Andorra la Vella,Andorra la Vella,,,,Bony de la Pica (2.402m) desde la Margineda,Rutas circulares;Ascensiones media montaña;Paisajes pintorescos;Patrimonio histórico,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",24.6,947.0,2402.0,1625.0,,540.0,Calle Mayor de Santa Coloma,Santa Coloma,https://www.rutaspirineos.org/rutas/bony-de-la-pica-margineda-sispony-andorra,11/11/2025
12_img-5,"Imagen de la ruta 'Bony de la Pica (2.402m) desde la Margineda'. ubicada en nan, nan, nan, Andorra la Vella, Parroquia de Andorra la Vella, Andorra. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-bony-de-la-pica-margineda-sispony-andorra_es_p6_img1.jpeg.",image,12,5,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-bony-de-la-pica-margineda-sispony-andorra_es_p6_img1.jpeg,False,Andorra,Parroquia de Andorra la Vella,Andorra la Vella,,,,Bony de la Pica (2.402m) desde la Margineda,Rutas circulares;Ascensiones media montaña;Paisajes pintorescos;Patrimonio histórico,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",24.6,947.0,2402.0,1625.0,,540.0,Calle Mayor de Santa Coloma,Santa Coloma,https://www.rutaspirineos.org/rutas/bony-de-la-pica-margineda-sispony-andorra,11/11/2025
