doc_id,content,data_type,meta_route_id,meta_img_orden,meta_img_path,meta_is_map,meta_pais,meta_region,meta_provincia,meta_comarca,meta_zona,meta_pueblo,meta_nombre_ruta,meta_categoria,meta_dificultad,meta_descripcion_dificultad,meta_distancia_total,meta_altitud_minima,meta_altitud_maxima,meta_desnivel_acumulado,meta_Tiempo_total,meta_Punto_salida_llegada,meta_poblacion_cercana,meta_link_archivo,meta_pdf_path,meta_fecha
49_img-6,"Imagen de la ruta 'Circular a la Cola de Caballo por la Faja de Pelay'. ubicada en Torla, Valle de Ordesa, Sobrarbe, Huesca, Aragón, España. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-circular-cola-de-caballo-por-faja-de-pelay_es_p6_img2.jpeg.",image,49,6,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-circular-cola-de-caballo-por-faja-de-pelay_es_p6_img2.jpeg,False,España,Aragón,Huesca,Sobrarbe,Valle de Ordesa,Torla,Circular a la Cola de Caballo por la Faja de Pelay,"Paisajes pintorescos;Lagos, ríos y cascadas;Rutas circulares",Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"20,1 km",1.305,1.977,890m,6:45h,Pradera de Ordesa,Torla,https://www.rutaspirineos.org/rutas/circular-cola-de-caballo-por-faja-de-pelay,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-circular-cola-de-caballo-por-faja-de-pelay_es.pdf,11/11/2025
49_img-7,"Imagen de la ruta 'Circular a la Cola de Caballo por la Faja de Pelay'. ubicada en Torla, Valle de Ordesa, Sobrarbe, Huesca, Aragón, España. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-circular-cola-de-caballo-por-faja-de-pelay_es_p6_img3.jpeg.",image,49,7,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-circular-cola-de-caballo-por-faja-de-pelay_es_p6_img3.jpeg,False,España,Aragón,Huesca,Sobrarbe,Valle de Ordesa,Torla,Circular a la Cola de Caballo por la Faja de Pelay,"Paisajes pintorescos;Lagos, ríos y cascadas;Rutas circulares",Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"20,1 km",1.305,1.977,890m,6:45h,Pradera de Ordesa,Torla,https://www.rutaspirineos.org/rutas/circular-cola-de-caballo-por-faja-de-pelay,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-circular-cola-de-caballo-por-faja-de-pelay_es.pdf,11/11/2025
49_img-8,"Mapa cartográfico de la ruta 'Circular a la Cola de Caballo por la Faja de Pelay'. ubicada en Torla, Valle de Ordesa, Sobrarbe, Huesca, Aragón, España. representa el trazado de la ruta, su entorno y puntos de referencia. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-circular-cola-de-caballo-por-faja-de-pelay_es_mapa.png.",image,49,8,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-circular-cola-de-caballo-por-faja-de-pelay_es_mapa.png,True,España,Aragón,Huesca,Sobrarbe,Valle de Ordesa,Torla,Circular a la Cola de Caballo por la Faja de Pelay,"Paisajes pintorescos;Lagos, ríos y cascadas;Rutas circulares",Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"20,1 km",1.305,1.977,890m,6:45h,Pradera de Ordesa,Torla,https://www.rutaspirineos.org/rutas/circular-cola-de-caballo-por-faja-de-pelay,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-circular-cola-de-caballo-por-faja-de-pelay_es.pdf,11/11/2025
50_img-1,"Imagen de la ruta 'Ruta circular por los lagos de Néouvielle'. ubicada en nan, Saint-Lary-Soulan, Valle de Aure, Altos Pirineos, Mediodía-Pirineos, Francia. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-circular-lagos-de-neouvielle_es_p1_img1.jpeg.",image,50,1,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-circular-lagos-de-neouvielle_es_p1_img1.jpeg,False,Francia,Mediodía-Pirineos,Altos Pirineos,Valle de Aure,Saint-Lary-Soulan,,Ruta circular por los lagos de Néouvielle,"Lagos, ríos y cascadas;Rutas circulares;Paisajes pintorescos",Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"11,1 km",1.857,2.215,515m,4:15h,Lago de Orédon,Saint-Lary-Soulan,https://www.rutaspirineos.org/rutas/circular-lagos-de-neouvielle,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-circular-lagos-de-neouvielle_es.pdf,11/11/2025
50_img-2,"Imagen de la ruta 'Ruta circular por los lagos de Néouvielle'. ubicada en nan, Saint-Lary-Soulan, Valle de Aure, Altos Pirineos, Mediodía-Pirineos, Francia. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-circular-lagos-de-neouvielle_es_p5_img1.jpeg.",image,50,2,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-circular-lagos-de-neouvielle_es_p5_img1.jpeg,False,Francia,Mediodía-Pirineos,Altos Pirineos,Valle de Aure,Saint-Lary-Soulan,,Ruta circular por los lagos de Néouvielle,"Lagos, ríos y cascadas;Rutas circulares;Paisajes pintorescos",Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"11,1 km",1.857,2.215,515m,4:15h,Lago de Orédon,Saint-Lary-Soulan,https://www.rutaspirineos.org/rutas/circular-lagos-de-neouvielle,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-circular-lagos-de-neouvielle_es.pdf,11/11/2025
50_img-3,"Imagen de la ruta 'Ruta circular por los lagos de Néouvielle'. ubicada en nan, Saint-Lary-Soulan, Valle de Aure, Altos Pirineos, Mediodía-Pirineos, Francia. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-circular-lagos-de-neouvielle_es_p5_img2.jpeg.",image,50,3,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-circular-lagos-de-neouvielle_es_p5_img2.jpeg,False,Francia,Mediodía-Pirineos,Altos Pirineos,Valle de Aure,Saint-Lary-Soulan,,Ruta circular por los lagos de Néouvielle,"Lagos, ríos y cascadas;Rutas circulares;Paisajes pintorescos",Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"11,1 km",1.857,2.215,515m,4:15h,Lago de Orédon,Saint-Lary-Soulan,https://www.rutaspirineos.org/rutas/circular-lagos-de-neouvielle,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-circular-lagos-de-neouvielle_es.pdf,11/11/2025
50_img-4,"Imagen de la ruta 'Ruta circular por los lagos de Néouvielle'. ubicada en nan, Saint-Lary-Soulan, Valle de Aure, Altos Pirineos, Mediodía-Pirineos, Francia. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-circular-lagos-de-neouvielle_es_p5_img3.jpeg.",image,50,4,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-circular-lagos-de-neouvielle_es_p5_img3.jpeg,False,Francia,Mediodía-Pirineos,Altos Pirineos,Valle de Aure,Saint-Lary-Soulan,,Ruta circular por los lagos de Néouvielle,"Lagos, ríos y cascadas;Rutas circulares;Paisajes pintorescos",Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"11,1 km",1.857,2.215,515m,4:15h,Lago de Orédon,Saint-Lary-Soulan,https://www.rutaspirineos.org/rutas/circular-lagos-de-neouvielle,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-circular-lagos-de-neouvielle_es.pdf,11/11/2025
50_img-5,"Mapa cartográfico de la ruta 'Ruta circular por los lagos de Néouvielle'. ubicada en nan, Saint-Lary-Soulan, Valle de Aure, Altos Pirineos, Mediodía-Pirineos, Francia. representa el trazado de la ruta, su entorno y puntos de referencia. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-circular-lagos-de-neouvielle_es_mapa.png.",image,50,5,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-circular-lagos-de-neouvielle_es_mapa.png,True,Francia,Mediodía-Pirineos,Altos Pirineos,Valle de Aure,Saint-Lary-Soulan,,Ruta circular por los lagos de Néouvielle,"Lagos, ríos y cascadas;Rutas circulares;Paisajes pintorescos",Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"11,1 km",1.857,2.215,515m,4:15h,Lago de Orédon,Saint-Lary-Soulan,https://www.rutaspirineos.org/rutas/circular-lagos-de-neouvielle,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-circular-lagos-de-neouvielle_es.pdf,11/11/2025
51_img-1,"Imagen de la ruta 'Pedraforca 360'. ubicada en Gósol, Los valles de Saldes y Gósol, Berguedá, Barcelona, Cataluña, España. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-circular-pedraforca-360-bergueda_es_p1_img1.jpeg.",image,51,1,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-circular-pedraforca-360-bergueda_es_p1_img1.jpeg,False,España,Cataluña,Barcelona,Berguedá,Los valles de Saldes y Gósol,Gósol,Pedraforca 360,Paisajes pintorescos;Rutas circulares,Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,17 km,1.403,1.844,759m,4:15h,Plaza Major,Gósol,https://www.rutaspirineos.org/rutas/circular-pedraforca-360-bergueda,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-circular-pedraforca-360-bergueda_es.pdf,11/11/2025
51_img-2,"Mapa cartográfico de la ruta 'Pedraforca 360'. ubicada en Gósol, Los valles de Saldes y Gósol, Berguedá, Barcelona, Cataluña, España. representa el trazado de la ruta, su entorno y puntos de referencia. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-circular-pedraforca-360-bergueda_es_p1_img2.png.",image,51,2,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-circular-pedraforca-360-bergueda_es_p1_img2.png,True,España,Cataluña,Barcelona,Berguedá,Los valles de Saldes y Gósol,Gósol,Pedraforca 360,Paisajes pintorescos;Rutas circulares,Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,17 km,1.403,1.844,759m,4:15h,Plaza Major,Gósol,https://www.rutaspirineos.org/rutas/circular-pedraforca-360-bergueda,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-circular-pedraforca-360-bergueda_es.pdf,11/11/2025
51_img-3,"Imagen de la ruta 'Pedraforca 360'. ubicada en Gósol, Los valles de Saldes y Gósol, Berguedá, Barcelona, Cataluña, España. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-circular-pedraforca-360-bergueda_es_p6_img1.jpeg.",image,51,3,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-circular-pedraforca-360-bergueda_es_p6_img1.jpeg,False,España,Cataluña,Barcelona,Berguedá,Los valles de Saldes y Gósol,Gósol,Pedraforca 360,Paisajes pintorescos;Rutas circulares,Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,17 km,1.403,1.844,759m,4:15h,Plaza Major,Gósol,https://www.rutaspirineos.org/rutas/circular-pedraforca-360-bergueda,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-circular-pedraforca-360-bergueda_es.pdf,11/11/2025
51_img-4,"Imagen de la ruta 'Pedraforca 360'. ubicada en Gósol, Los valles de Saldes y Gósol, Berguedá, Barcelona, Cataluña, España. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-circular-pedraforca-360-bergueda_es_p6_img2.jpeg.",image,51,4,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-circular-pedraforca-360-bergueda_es_p6_img2.jpeg,False,España,Cataluña,Barcelona,Berguedá,Los valles de Saldes y Gósol,Gósol,Pedraforca 360,Paisajes pintorescos;Rutas circulares,Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,17 km,1.403,1.844,759m,4:15h,Plaza Major,Gósol,https://www.rutaspirineos.org/rutas/circular-pedraforca-360-bergueda,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-circular-pedraforca-360-bergueda_es.pdf,11/11/2025
51_img-5,"Imagen de la ruta 'Pedraforca 360'. ubicada en Gósol, Los valles de Saldes y Gósol, Berguedá, Barcelona, Cataluña, España. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-circular-pedraforca-360-bergueda_es_p6_img3.jpeg.",image,51,5,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-circular-pedraforca-360-bergueda_es_p6_img3.jpeg,False,España,Cataluña,Barcelona,Berguedá,Los valles de Saldes y Gósol,Gósol,Pedraforca 360,Paisajes pintorescos;Rutas circulares,Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,17 km,1.403,1.844,759m,4:15h,Plaza Major,Gósol,https://www.rutaspirineos.org/rutas/circular-pedraforca-360-bergueda,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-circular-pedraforca-360-bergueda_es.pdf,11/11/2025
51_img-6,"Mapa cartográfico de la ruta 'Pedraforca 360'. ubicada en Gósol, Los valles de Saldes y Gósol, Berguedá, Barcelona, Cataluña, España. representa el trazado de la ruta, su entorno y puntos de referencia. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-circular-pedraforca-360-bergueda_es_mapa.png.",image,51,6,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-circular-pedraforca-360-bergueda_es_mapa.png,True,España,Cataluña,Barcelona,Berguedá,Los valles de Saldes y Gósol,Gósol,Pedraforca 360,Paisajes pintorescos;Rutas circulares,Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,17 km,1.403,1.844,759m,4:15h,Plaza Major,Gósol,https://www.rutaspirineos.org/rutas/circular-pedraforca-360-bergueda,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-circular-pedraforca-360-bergueda_es.pdf,11/11/2025
52_img-1,"Imagen de la ruta 'Picos del Infierno (3.073m-3.082m-3.076m) desde el balneario de Panticosa'. ubicada en Panticosa, Valle de Tena, Alto Gállego, Huesca, Aragón, España. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-circular-picos-del-infierno-desde-el-balneario-de-panticosa_es_p1_img1.jpeg.",image,52,1,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-circular-picos-del-infierno-desde-el-balneario-de-panticosa_es_p1_img1.jpeg,False,España,Aragón,Huesca,Alto Gállego,Valle de Tena,Panticosa,Picos del Infierno (3.073m-3.082m-3.076m) desde el balneario de Panticosa,Rutas circulares;Ascensiones alta montaña;Crestas y corredores;Cimas de 3.000m,Alta (PD),"Rutas de alta montaña con trepadas en terreno expuesto y de cierta dificultad, aunque en general hay buenos agarres para cogerse. Posibilidad de aristas y crestas estrechas y aéreas. El uso de la cuerda puede hacerse necesario en más de una ocasión. Pendientes de 40-45°.","16,6 km",1.637,3.082,+753m | +844m / -1.597m,2:45h | 7:15h,Refugio Casa de Piedra,Panticosa,https://www.rutaspirineos.org/rutas/circular-picos-del-infierno-desde-el-balneario-de-panticosa,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-circular-picos-del-infierno-desde-el-balneario-de-panticosa_es.pdf,11/11/2025
52_img-2,"Imagen de la ruta 'Picos del Infierno (3.073m-3.082m-3.076m) desde el balneario de Panticosa'. ubicada en Panticosa, Valle de Tena, Alto Gállego, Huesca, Aragón, España. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-circular-picos-del-infierno-desde-el-balneario-de-panticosa_es_p4_img1.jpeg.",image,52,2,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-circular-picos-del-infierno-desde-el-balneario-de-panticosa_es_p4_img1.jpeg,False,España,Aragón,Huesca,Alto Gállego,Valle de Tena,Panticosa,Picos del Infierno (3.073m-3.082m-3.076m) desde el balneario de Panticosa,Rutas circulares;Ascensiones alta montaña;Crestas y corredores;Cimas de 3.000m,Alta (PD),"Rutas de alta montaña con trepadas en terreno expuesto y de cierta dificultad, aunque en general hay buenos agarres para cogerse. Posibilidad de aristas y crestas estrechas y aéreas. El uso de la cuerda puede hacerse necesario en más de una ocasión. Pendientes de 40-45°.","16,6 km",1.637,3.082,+753m | +844m / -1.597m,2:45h | 7:15h,Refugio Casa de Piedra,Panticosa,https://www.rutaspirineos.org/rutas/circular-picos-del-infierno-desde-el-balneario-de-panticosa,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-circular-picos-del-infierno-desde-el-balneario-de-panticosa_es.pdf,11/11/2025
52_img-3,"Imagen de la ruta 'Picos del Infierno (3.073m-3.082m-3.076m) desde el balneario de Panticosa'. ubicada en Panticosa, Valle de Tena, Alto Gállego, Huesca, Aragón, España. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-circular-picos-del-infierno-desde-el-balneario-de-panticosa_es_p4_img2.jpeg.",image,52,3,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-circular-picos-del-infierno-desde-el-balneario-de-panticosa_es_p4_img2.jpeg,False,España,Aragón,Huesca,Alto Gállego,Valle de Tena,Panticosa,Picos del Infierno (3.073m-3.082m-3.076m) desde el balneario de Panticosa,Rutas circulares;Ascensiones alta montaña;Crestas y corredores;Cimas de 3.000m,Alta (PD),"Rutas de alta montaña con trepadas en terreno expuesto y de cierta dificultad, aunque en general hay buenos agarres para cogerse. Posibilidad de aristas y crestas estrechas y aéreas. El uso de la cuerda puede hacerse necesario en más de una ocasión. Pendientes de 40-45°.","16,6 km",1.637,3.082,+753m | +844m / -1.597m,2:45h | 7:15h,Refugio Casa de Piedra,Panticosa,https://www.rutaspirineos.org/rutas/circular-picos-del-infierno-desde-el-balneario-de-panticosa,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-circular-picos-del-infierno-desde-el-balneario-de-panticosa_es.pdf,11/11/2025
52_img-4,"Imagen de la ruta 'Picos del Infierno (3.073m-3.082m-3.076m) desde el balneario de Panticosa'. ubicada en Panticosa, Valle de Tena, Alto Gállego, Huesca, Aragón, España. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-circular-picos-del-infierno-desde-el-balneario-de-panticosa_es_p8_img1.jpeg.",image,52,4,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-circular-picos-del-infierno-desde-el-balneario-de-panticosa_es_p8_img1.jpeg,False,España,Aragón,Huesca,Alto Gállego,Valle de Tena,Panticosa,Picos del Infierno (3.073m-3.082m-3.076m) desde el balneario de Panticosa,Rutas circulares;Ascensiones alta montaña;Crestas y corredores;Cimas de 3.000m,Alta (PD),"Rutas de alta montaña con trepadas en terreno expuesto y de cierta dificultad, aunque en general hay buenos agarres para cogerse. Posibilidad de aristas y crestas estrechas y aéreas. El uso de la cuerda puede hacerse necesario en más de una ocasión. Pendientes de 40-45°.","16,6 km",1.637,3.082,+753m | +844m / -1.597m,2:45h | 7:15h,Refugio Casa de Piedra,Panticosa,https://www.rutaspirineos.org/rutas/circular-picos-del-infierno-desde-el-balneario-de-panticosa,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-circular-picos-del-infierno-desde-el-balneario-de-panticosa_es.pdf,11/11/2025
52_img-5,"Mapa cartográfico de la ruta 'Picos del Infierno (3.073m-3.082m-3.076m) desde el balneario de Panticosa'. ubicada en Panticosa, Valle de Tena, Alto Gállego, Huesca, Aragón, España. representa el trazado de la ruta, su entorno y puntos de referencia. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-circular-picos-del-infierno-desde-el-balneario-de-panticosa_es_mapa.png.",image,52,5,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-circular-picos-del-infierno-desde-el-balneario-de-panticosa_es_mapa.png,True,España,Aragón,Huesca,Alto Gállego,Valle de Tena,Panticosa,Picos del Infierno (3.073m-3.082m-3.076m) desde el balneario de Panticosa,Rutas circulares;Ascensiones alta montaña;Crestas y corredores;Cimas de 3.000m,Alta (PD),"Rutas de alta montaña con trepadas en terreno expuesto y de cierta dificultad, aunque en general hay buenos agarres para cogerse. Posibilidad de aristas y crestas estrechas y aéreas. El uso de la cuerda puede hacerse necesario en más de una ocasión. Pendientes de 40-45°.","16,6 km",1.637,3.082,+753m | +844m / -1.597m,2:45h | 7:15h,Refugio Casa de Piedra,Panticosa,https://www.rutaspirineos.org/rutas/circular-picos-del-infierno-desde-el-balneario-de-panticosa,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-circular-picos-del-infierno-desde-el-balneario-de-panticosa_es.pdf,11/11/2025
53_img-1,"Imagen de la ruta 'Circular Sort - Estac - Peramea - Gerri - Arboló - Sort'. ubicada en Sort, El Valle de Àssua y el Batlliu de Sort, Pallars Sobirá, Lérida, Cataluña, España. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-circular-sort-estac-peramea-gerri-sort_es_p1_img1.jpeg.",image,53,1,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-circular-sort-estac-peramea-gerri-sort_es_p1_img1.jpeg,False,España,Cataluña,Lérida,Pallars Sobirá,El Valle de Àssua y el Batlliu de Sort,Sort,Circular Sort - Estac - Peramea - Gerri - Arboló - Sort,"Patrimonio histórico;Lagos, ríos y cascadas;Rutas circulares",Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"48,4 km",586.0,1.34,2.280m,12:55h,Hotel Les Brases - Sort,Sort,https://www.rutaspirineos.org/rutas/circular-sort-estac-peramea-gerri-sort,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-circular-sort-estac-peramea-gerri-sort_es.pdf,11/11/2025
53_img-2,"Mapa cartográfico de la ruta 'Circular Sort - Estac - Peramea - Gerri - Arboló - Sort'. ubicada en Sort, El Valle de Àssua y el Batlliu de Sort, Pallars Sobirá, Lérida, Cataluña, España. representa el trazado de la ruta, su entorno y puntos de referencia. fichero de imagen: D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-circular-sort-estac-peramea-gerri-sort_es_p1_img2.png.",image,53,2,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_img\RUTAS-PIRINEOS-circular-sort-estac-peramea-gerri-sort_es_p1_img2.png,True,España,Cataluña,Lérida,Pallars Sobirá,El Valle de Àssua y el Batlliu de Sort,Sort,Circular Sort - Estac - Peramea - Gerri - Arboló - Sort,"Patrimonio histórico;Lagos, ríos y cascadas;Rutas circulares",Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"48,4 km",586.0,1.34,2.280m,12:55h,Hotel Les Brases - Sort,Sort,https://www.rutaspirineos.org/rutas/circular-sort-estac-peramea-gerri-sort,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-circular-sort-estac-peramea-gerri-sort_es.pdf,11/11/2025
