doc_id,content,data_type,meta_route_id,meta_wp_orden,meta_punto_de_paso,meta_tiempo,meta_altura,meta_latitud,meta_longitud,meta_table_idx,meta_pais,meta_region,meta_provincia,meta_comarca,meta_zona,meta_pueblo,meta_nombre_ruta,meta_categoria,meta_dificultad,meta_descripcion_dificultad,meta_distancia_total_km,meta_altitud_minima_m,meta_altitud_maxima_m,meta_desnivel_acumulado_pos,meta_desnivel_acumulado_neg,meta_tiempo_total_min,meta_Punto_salida_llegada,meta_poblacion_cercana,meta_link_archivo,meta_fecha
49_wp-6,"Waypoint '6 7
        Gradas de Soaso', tiempo 4:45h, altura 1.720m, coordenadas 42.6386662º, 0.0010532º.",waypoint,49,6,"6 7
        Gradas de Soaso",4:45h,1.720m,42.6386662º,0.0010532º,4,España,Aragón,Huesca,Sobrarbe,Valle de Ordesa,Torla,Circular a la Cola de Caballo por la Faja de Pelay,"Paisajes pintorescos;Lagos, ríos y cascadas;Rutas circulares",Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,20.1,1305.0,1977.0,890.0,,405.0,Pradera de Ordesa,Torla,https://www.rutaspirineos.org/rutas/circular-cola-de-caballo-por-faja-de-pelay,11/11/2025
49_wp-7,"Waypoint 'Cabaña bosque de hayas', tiempo 5:35h, altura 1.573m, coordenadas 42.6358640º, -0.0248760º.",waypoint,49,7,Cabaña bosque de hayas,5:35h,1.573m,42.6358640º,-0.0248760º,4,España,Aragón,Huesca,Sobrarbe,Valle de Ordesa,Torla,Circular a la Cola de Caballo por la Faja de Pelay,"Paisajes pintorescos;Lagos, ríos y cascadas;Rutas circulares",Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,20.1,1305.0,1977.0,890.0,,405.0,Pradera de Ordesa,Torla,https://www.rutaspirineos.org/rutas/circular-cola-de-caballo-por-faja-de-pelay,11/11/2025
49_wp-8,"Waypoint 'Mirador cascada del Estrecho', tiempo 5:40h, altura 1.531m, coordenadas 42.6355941º, -0.0269819º.",waypoint,49,8,Mirador cascada del Estrecho,5:40h,1.531m,42.6355941º,-0.0269819º,4,España,Aragón,Huesca,Sobrarbe,Valle de Ordesa,Torla,Circular a la Cola de Caballo por la Faja de Pelay,"Paisajes pintorescos;Lagos, ríos y cascadas;Rutas circulares",Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,20.1,1305.0,1977.0,890.0,,405.0,Pradera de Ordesa,Torla,https://www.rutaspirineos.org/rutas/circular-cola-de-caballo-por-faja-de-pelay,11/11/2025
49_wp-9,"Waypoint 'Desvío de las cascadas', tiempo 5:50h, altura 1.458m, coordenadas 42.6382410º, -0.0306750º.",waypoint,49,9,Desvío de las cascadas,5:50h,1.458m,42.6382410º,-0.0306750º,4,España,Aragón,Huesca,Sobrarbe,Valle de Ordesa,Torla,Circular a la Cola de Caballo por la Faja de Pelay,"Paisajes pintorescos;Lagos, ríos y cascadas;Rutas circulares",Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,20.1,1305.0,1977.0,890.0,,405.0,Pradera de Ordesa,Torla,https://www.rutaspirineos.org/rutas/circular-cola-de-caballo-por-faja-de-pelay,11/11/2025
49_wp-10,"Waypoint 'Pradera de Ordesa', tiempo 6:45h, altura 1.305m, coordenadas 42.6493104º, -0.0577713º.",waypoint,49,10,Pradera de Ordesa,6:45h,1.305m,42.6493104º,-0.0577713º,4,España,Aragón,Huesca,Sobrarbe,Valle de Ordesa,Torla,Circular a la Cola de Caballo por la Faja de Pelay,"Paisajes pintorescos;Lagos, ríos y cascadas;Rutas circulares",Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,20.1,1305.0,1977.0,890.0,,405.0,Pradera de Ordesa,Torla,https://www.rutaspirineos.org/rutas/circular-cola-de-caballo-por-faja-de-pelay,11/11/2025
50_wp-1,"Waypoint 'Punto de paso', tiempo Tiempo, altura Altura, coordenadas Latitud, Longitud.",waypoint,50,1,Punto de paso,Tiempo,Altura,Latitud,Longitud,4,Francia,Mediodía-Pirineos,Altos Pirineos,Valle de Aure,Saint-Lary-Soulan,,Ruta circular por los lagos de Néouvielle,"Lagos, ríos y cascadas;Rutas circulares;Paisajes pintorescos",Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,11.1,1857.0,2215.0,515.0,,255.0,Lago de Orédon,Saint-Lary-Soulan,https://www.rutaspirineos.org/rutas/circular-lagos-de-neouvielle,11/11/2025
50_wp-2,"Waypoint 'Aparcamiento lago de Orédon', tiempo 0:00h, altura 1.857m, coordenadas 42.8277230º, 0.1692970º.",waypoint,50,2,Aparcamiento lago de Orédon,0:00h,1.857m,42.8277230º,0.1692970º,4,Francia,Mediodía-Pirineos,Altos Pirineos,Valle de Aure,Saint-Lary-Soulan,,Ruta circular por los lagos de Néouvielle,"Lagos, ríos y cascadas;Rutas circulares;Paisajes pintorescos",Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,11.1,1857.0,2215.0,515.0,,255.0,Lago de Orédon,Saint-Lary-Soulan,https://www.rutaspirineos.org/rutas/circular-lagos-de-neouvielle,11/11/2025
50_wp-3,"Waypoint 'Cascada lago de Orédon', tiempo 0:15h, altura 1.883m, coordenadas 42.8292200º, 0.1642160º.",waypoint,50,3,Cascada lago de Orédon,0:15h,1.883m,42.8292200º,0.1642160º,4,Francia,Mediodía-Pirineos,Altos Pirineos,Valle de Aure,Saint-Lary-Soulan,,Ruta circular por los lagos de Néouvielle,"Lagos, ríos y cascadas;Rutas circulares;Paisajes pintorescos",Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,11.1,1857.0,2215.0,515.0,,255.0,Lago de Orédon,Saint-Lary-Soulan,https://www.rutaspirineos.org/rutas/circular-lagos-de-neouvielle,11/11/2025
50_wp-4,"Waypoint 'Les Laquettes lago oriental', tiempo 0:50h, altura 2.080m, coordenadas 42.8339010º, 0.1549700º.",waypoint,50,4,Les Laquettes lago oriental,0:50h,2.080m,42.8339010º,0.1549700º,4,Francia,Mediodía-Pirineos,Altos Pirineos,Valle de Aure,Saint-Lary-Soulan,,Ruta circular por los lagos de Néouvielle,"Lagos, ríos y cascadas;Rutas circulares;Paisajes pintorescos",Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,11.1,1857.0,2215.0,515.0,,255.0,Lago de Orédon,Saint-Lary-Soulan,https://www.rutaspirineos.org/rutas/circular-lagos-de-neouvielle,11/11/2025
50_wp-5,"Waypoint '4 5
        Les Laquettes lago occidental', tiempo 1:10h, altura 2.081m, coordenadas 42.8344830º, 0.1482860º.",waypoint,50,5,"4 5
        Les Laquettes lago occidental",1:10h,2.081m,42.8344830º,0.1482860º,4,Francia,Mediodía-Pirineos,Altos Pirineos,Valle de Aure,Saint-Lary-Soulan,,Ruta circular por los lagos de Néouvielle,"Lagos, ríos y cascadas;Rutas circulares;Paisajes pintorescos",Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,11.1,1857.0,2215.0,515.0,,255.0,Lago de Orédon,Saint-Lary-Soulan,https://www.rutaspirineos.org/rutas/circular-lagos-de-neouvielle,11/11/2025
50_wp-6,"Waypoint 'Aparcamiento lago de Aubert', tiempo 1:35h, altura 2.152m, coordenadas 42.8406240º, 0.1431210º.",waypoint,50,6,Aparcamiento lago de Aubert,1:35h,2.152m,42.8406240º,0.1431210º,4,Francia,Mediodía-Pirineos,Altos Pirineos,Valle de Aure,Saint-Lary-Soulan,,Ruta circular por los lagos de Néouvielle,"Lagos, ríos y cascadas;Rutas circulares;Paisajes pintorescos",Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,11.1,1857.0,2215.0,515.0,,255.0,Lago de Orédon,Saint-Lary-Soulan,https://www.rutaspirineos.org/rutas/circular-lagos-de-neouvielle,11/11/2025
50_wp-7,"Waypoint '6 7
        Lago de Aumar', tiempo 1:50h, altura 2.188m, coordenadas 42.8442360º, 0.1442690º.",waypoint,50,7,"6 7
        Lago de Aumar",1:50h,2.188m,42.8442360º,0.1442690º,4,Francia,Mediodía-Pirineos,Altos Pirineos,Valle de Aure,Saint-Lary-Soulan,,Ruta circular por los lagos de Néouvielle,"Lagos, ríos y cascadas;Rutas circulares;Paisajes pintorescos",Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,11.1,1857.0,2215.0,515.0,,255.0,Lago de Orédon,Saint-Lary-Soulan,https://www.rutaspirineos.org/rutas/circular-lagos-de-neouvielle,11/11/2025
50_wp-8,"Waypoint 'Cabecera lago de Aumar', tiempo 2:00h, altura 2.189m, coordenadas 42.8459380º, 0.1436320º.",waypoint,50,8,Cabecera lago de Aumar,2:00h,2.189m,42.8459380º,0.1436320º,4,Francia,Mediodía-Pirineos,Altos Pirineos,Valle de Aure,Saint-Lary-Soulan,,Ruta circular por los lagos de Néouvielle,"Lagos, ríos y cascadas;Rutas circulares;Paisajes pintorescos",Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,11.1,1857.0,2215.0,515.0,,255.0,Lago de Orédon,Saint-Lary-Soulan,https://www.rutaspirineos.org/rutas/circular-lagos-de-neouvielle,11/11/2025
50_wp-9,"Waypoint 'Extremo SE lago de Aumar', tiempo 2:40h, altura 2.199m, coordenadas 42.8383130º, 0.1563840º.",waypoint,50,9,Extremo SE lago de Aumar,2:40h,2.199m,42.8383130º,0.1563840º,4,Francia,Mediodía-Pirineos,Altos Pirineos,Valle de Aure,Saint-Lary-Soulan,,Ruta circular por los lagos de Néouvielle,"Lagos, ríos y cascadas;Rutas circulares;Paisajes pintorescos",Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,11.1,1857.0,2215.0,515.0,,255.0,Lago de Orédon,Saint-Lary-Soulan,https://www.rutaspirineos.org/rutas/circular-lagos-de-neouvielle,11/11/2025
50_wp-10,"Waypoint '9 1
        Collado de Estoudou', tiempo 3:30h, altura 2.215m, coordenadas 42.8273910º, 0.1818000º.",waypoint,50,10,"9 1
        Collado de Estoudou",3:30h,2.215m,42.8273910º,0.1818000º,4,Francia,Mediodía-Pirineos,Altos Pirineos,Valle de Aure,Saint-Lary-Soulan,,Ruta circular por los lagos de Néouvielle,"Lagos, ríos y cascadas;Rutas circulares;Paisajes pintorescos",Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,11.1,1857.0,2215.0,515.0,,255.0,Lago de Orédon,Saint-Lary-Soulan,https://www.rutaspirineos.org/rutas/circular-lagos-de-neouvielle,11/11/2025
50_wp-11,"Waypoint 'Aparcamiento lago de Orédon', tiempo 4:15h, altura 1.857m, coordenadas 42.8277230º, 0.1692970º.",waypoint,50,11,Aparcamiento lago de Orédon,4:15h,1.857m,42.8277230º,0.1692970º,4,Francia,Mediodía-Pirineos,Altos Pirineos,Valle de Aure,Saint-Lary-Soulan,,Ruta circular por los lagos de Néouvielle,"Lagos, ríos y cascadas;Rutas circulares;Paisajes pintorescos",Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,11.1,1857.0,2215.0,515.0,,255.0,Lago de Orédon,Saint-Lary-Soulan,https://www.rutaspirineos.org/rutas/circular-lagos-de-neouvielle,11/11/2025
51_wp-1,"Waypoint 'Plaza Major de Gósol', tiempo 0:00h, altura 1.428m, coordenadas 42.237018º, 1.660398º.",waypoint,51,1,Plaza Major de Gósol,0:00h,1.428m,42.237018º,1.660398º,1,España,Cataluña,Barcelona,Berguedá,Los valles de Saldes y Gósol,Gósol,Pedraforca 360,Paisajes pintorescos;Rutas circulares,Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,17.0,1403.0,1844.0,759.0,,255.0,Plaza Major,Gósol,https://www.rutaspirineos.org/rutas/circular-pedraforca-360-bergueda,11/11/2025
51_wp-2,"Waypoint 'Collado de la fuente Terrers', tiempo 0:45h, altura 1.630m, coordenadas 42.248723º, 1.664240º.",waypoint,51,2,Collado de la fuente Terrers,0:45h,1.630m,42.248723º,1.664240º,1,España,Cataluña,Barcelona,Berguedá,Los valles de Saldes y Gósol,Gósol,Pedraforca 360,Paisajes pintorescos;Rutas circulares,Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,17.0,1403.0,1844.0,759.0,,255.0,Plaza Major,Gósol,https://www.rutaspirineos.org/rutas/circular-pedraforca-360-bergueda,11/11/2025
51_wp-3,"Waypoint 'El Collell', tiempo 1:35h, altura 1.841m, coordenadas 42.260667º, 1.685654º.",waypoint,51,3,El Collell,1:35h,1.841m,42.260667º,1.685654º,1,España,Cataluña,Barcelona,Berguedá,Los valles de Saldes y Gósol,Gósol,Pedraforca 360,Paisajes pintorescos;Rutas circulares,Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,17.0,1403.0,1844.0,759.0,,255.0,Plaza Major,Gósol,https://www.rutaspirineos.org/rutas/circular-pedraforca-360-bergueda,11/11/2025
51_wp-4,"Waypoint 'Refugio Estasen', tiempo 2:30h, altura 1.674m, coordenadas 42.245097º, 1.716290º.",waypoint,51,4,Refugio Estasen,2:30h,1.674m,42.245097º,1.716290º,1,España,Cataluña,Barcelona,Berguedá,Los valles de Saldes y Gósol,Gósol,Pedraforca 360,Paisajes pintorescos;Rutas circulares,Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,17.0,1403.0,1844.0,759.0,,255.0,Plaza Major,Gósol,https://www.rutaspirineos.org/rutas/circular-pedraforca-360-bergueda,11/11/2025
51_wp-5,"Waypoint 'Mina de Coll de Jou', tiempo 3:20h, altura 1.518m, coordenadas 42.222650º, 1.705943º.",waypoint,51,5,Mina de Coll de Jou,3:20h,1.518m,42.222650º,1.705943º,1,España,Cataluña,Barcelona,Berguedá,Los valles de Saldes y Gósol,Gósol,Pedraforca 360,Paisajes pintorescos;Rutas circulares,Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,17.0,1403.0,1844.0,759.0,,255.0,Plaza Major,Gósol,https://www.rutaspirineos.org/rutas/circular-pedraforca-360-bergueda,11/11/2025
51_wp-6,"Waypoint 'Collado del Cap de la Creu', tiempo 4:00h, altura 1.439m, coordenadas 42.228731º, 1.672827º.",waypoint,51,6,Collado del Cap de la Creu,4:00h,1.439m,42.228731º,1.672827º,1,España,Cataluña,Barcelona,Berguedá,Los valles de Saldes y Gósol,Gósol,Pedraforca 360,Paisajes pintorescos;Rutas circulares,Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,17.0,1403.0,1844.0,759.0,,255.0,Plaza Major,Gósol,https://www.rutaspirineos.org/rutas/circular-pedraforca-360-bergueda,11/11/2025
51_wp-7,"Waypoint 'Plaza Major de Gósol', tiempo 4:15h, altura 1.428m, coordenadas 42.237018º, 1.660398º.",waypoint,51,7,Plaza Major de Gósol,4:15h,1.428m,42.237018º,1.660398º,1,España,Cataluña,Barcelona,Berguedá,Los valles de Saldes y Gósol,Gósol,Pedraforca 360,Paisajes pintorescos;Rutas circulares,Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,17.0,1403.0,1844.0,759.0,,255.0,Plaza Major,Gósol,https://www.rutaspirineos.org/rutas/circular-pedraforca-360-bergueda,11/11/2025
52_wp-1,"Waypoint 'Refugio Casa de Piedra', tiempo 0:00h, altura 1.637m, coordenadas 42.7625100º, -0.2334640º.",waypoint,52,1,Refugio Casa de Piedra,0:00h,1.637m,42.7625100º,-0.2334640º,6,España,Aragón,Huesca,Alto Gállego,Valle de Tena,Panticosa,Picos del Infierno (3.073m-3.082m-3.076m) desde el balneario de Panticosa,Rutas circulares;Ascensiones alta montaña;Crestas y corredores;Cimas de 3.000m,Alta (PD),"Rutas de alta montaña con trepadas en terreno expuesto y de cierta dificultad, aunque en general hay buenos agarres para cogerse. Posibilidad de aristas y crestas estrechas y aéreas. El uso de la cuerda puede hacerse necesario en más de una ocasión. Pendientes de 40-45°.",16.6,1637.0,3082.0,753.0,-1597.0,165.0,Refugio Casa de Piedra,Panticosa,https://www.rutaspirineos.org/rutas/circular-picos-del-infierno-desde-el-balneario-de-panticosa,11/11/2025
52_wp-2,"Waypoint 'Mirador del balneario', tiempo 0:10h, altura 1.725m, coordenadas 42.7639640º, -0.2325550.",waypoint,52,2,Mirador del balneario,0:10h,1.725m,42.7639640º,-0.2325550,6,España,Aragón,Huesca,Alto Gállego,Valle de Tena,Panticosa,Picos del Infierno (3.073m-3.082m-3.076m) desde el balneario de Panticosa,Rutas circulares;Ascensiones alta montaña;Crestas y corredores;Cimas de 3.000m,Alta (PD),"Rutas de alta montaña con trepadas en terreno expuesto y de cierta dificultad, aunque en general hay buenos agarres para cogerse. Posibilidad de aristas y crestas estrechas y aéreas. El uso de la cuerda puede hacerse necesario en más de una ocasión. Pendientes de 40-45°.",16.6,1637.0,3082.0,753.0,-1597.0,165.0,Refugio Casa de Piedra,Panticosa,https://www.rutaspirineos.org/rutas/circular-picos-del-infierno-desde-el-balneario-de-panticosa,11/11/2025
52_wp-3,"Waypoint 'Cascada del Fraire', tiempo 1:05h, altura 2.040m, coordenadas 42.7781957º, -0.2312968º.",waypoint,52,3,Cascada del Fraire,1:05h,2.040m,42.7781957º,-0.2312968º,6,España,Aragón,Huesca,Alto Gállego,Valle de Tena,Panticosa,Picos del Infierno (3.073m-3.082m-3.076m) desde el balneario de Panticosa,Rutas circulares;Ascensiones alta montaña;Crestas y corredores;Cimas de 3.000m,Alta (PD),"Rutas de alta montaña con trepadas en terreno expuesto y de cierta dificultad, aunque en general hay buenos agarres para cogerse. Posibilidad de aristas y crestas estrechas y aéreas. El uso de la cuerda puede hacerse necesario en más de una ocasión. Pendientes de 40-45°.",16.6,1637.0,3082.0,753.0,-1597.0,165.0,Refugio Casa de Piedra,Panticosa,https://www.rutaspirineos.org/rutas/circular-picos-del-infierno-desde-el-balneario-de-panticosa,11/11/2025
52_wp-4,"Waypoint 'Embalse de Bachimaña Bajo', tiempo 1:30h, altura 2.159m, coordenadas 42.7807460º, -0.2289610º.",waypoint,52,4,Embalse de Bachimaña Bajo,1:30h,2.159m,42.7807460º,-0.2289610º,6,España,Aragón,Huesca,Alto Gállego,Valle de Tena,Panticosa,Picos del Infierno (3.073m-3.082m-3.076m) desde el balneario de Panticosa,Rutas circulares;Ascensiones alta montaña;Crestas y corredores;Cimas de 3.000m,Alta (PD),"Rutas de alta montaña con trepadas en terreno expuesto y de cierta dificultad, aunque en general hay buenos agarres para cogerse. Posibilidad de aristas y crestas estrechas y aéreas. El uso de la cuerda puede hacerse necesario en más de una ocasión. Pendientes de 40-45°.",16.6,1637.0,3082.0,753.0,-1597.0,165.0,Refugio Casa de Piedra,Panticosa,https://www.rutaspirineos.org/rutas/circular-picos-del-infierno-desde-el-balneario-de-panticosa,11/11/2025
52_wp-5,"Waypoint 'Embalse de Bachimaña Alto', tiempo 1:45h, altura 2.220m, coordenadas 42.7833900º, -0.2242120º.",waypoint,52,5,Embalse de Bachimaña Alto,1:45h,2.220m,42.7833900º,-0.2242120º,6,España,Aragón,Huesca,Alto Gállego,Valle de Tena,Panticosa,Picos del Infierno (3.073m-3.082m-3.076m) desde el balneario de Panticosa,Rutas circulares;Ascensiones alta montaña;Crestas y corredores;Cimas de 3.000m,Alta (PD),"Rutas de alta montaña con trepadas en terreno expuesto y de cierta dificultad, aunque en general hay buenos agarres para cogerse. Posibilidad de aristas y crestas estrechas y aéreas. El uso de la cuerda puede hacerse necesario en más de una ocasión. Pendientes de 40-45°.",16.6,1637.0,3082.0,753.0,-1597.0,165.0,Refugio Casa de Piedra,Panticosa,https://www.rutaspirineos.org/rutas/circular-picos-del-infierno-desde-el-balneario-de-panticosa,11/11/2025
52_wp-6,"Waypoint '6 7
       Ibón Azul Inferior', tiempo 2:30h, altura 2.350m, coordenadas 42.7880400º, -0.2403110º.",waypoint,52,6,"6 7
       Ibón Azul Inferior",2:30h,2.350m,42.7880400º,-0.2403110º,6,España,Aragón,Huesca,Alto Gállego,Valle de Tena,Panticosa,Picos del Infierno (3.073m-3.082m-3.076m) desde el balneario de Panticosa,Rutas circulares;Ascensiones alta montaña;Crestas y corredores;Cimas de 3.000m,Alta (PD),"Rutas de alta montaña con trepadas en terreno expuesto y de cierta dificultad, aunque en general hay buenos agarres para cogerse. Posibilidad de aristas y crestas estrechas y aéreas. El uso de la cuerda puede hacerse necesario en más de una ocasión. Pendientes de 40-45°.",16.6,1637.0,3082.0,753.0,-1597.0,165.0,Refugio Casa de Piedra,Panticosa,https://www.rutaspirineos.org/rutas/circular-picos-del-infierno-desde-el-balneario-de-panticosa,11/11/2025
52_wp-7,"Waypoint 'Ibón Azul Superio', tiempo 2:45h, altura 2.390m, coordenadas 42.7909520º, -0.2465190º.",waypoint,52,7,Ibón Azul Superio,2:45h,2.390m,42.7909520º,-0.2465190º,6,España,Aragón,Huesca,Alto Gállego,Valle de Tena,Panticosa,Picos del Infierno (3.073m-3.082m-3.076m) desde el balneario de Panticosa,Rutas circulares;Ascensiones alta montaña;Crestas y corredores;Cimas de 3.000m,Alta (PD),"Rutas de alta montaña con trepadas en terreno expuesto y de cierta dificultad, aunque en general hay buenos agarres para cogerse. Posibilidad de aristas y crestas estrechas y aéreas. El uso de la cuerda puede hacerse necesario en más de una ocasión. Pendientes de 40-45°.",16.6,1637.0,3082.0,753.0,-1597.0,165.0,Refugio Casa de Piedra,Panticosa,https://www.rutaspirineos.org/rutas/circular-picos-del-infierno-desde-el-balneario-de-panticosa,11/11/2025
52_wp-8,"Waypoint 'Ibón Azul Superior', tiempo 0:00h, altura 2.390m, coordenadas 42.7909520º, -0.2465190º.",waypoint,52,8,Ibón Azul Superior,0:00h,2.390m,42.7909520º,-0.2465190º,6,España,Aragón,Huesca,Alto Gállego,Valle de Tena,Panticosa,Picos del Infierno (3.073m-3.082m-3.076m) desde el balneario de Panticosa,Rutas circulares;Ascensiones alta montaña;Crestas y corredores;Cimas de 3.000m,Alta (PD),"Rutas de alta montaña con trepadas en terreno expuesto y de cierta dificultad, aunque en general hay buenos agarres para cogerse. Posibilidad de aristas y crestas estrechas y aéreas. El uso de la cuerda puede hacerse necesario en más de una ocasión. Pendientes de 40-45°.",16.6,1637.0,3082.0,753.0,-1597.0,165.0,Refugio Casa de Piedra,Panticosa,https://www.rutaspirineos.org/rutas/circular-picos-del-infierno-desde-el-balneario-de-panticosa,11/11/2025
52_wp-9,"Waypoint '7 8 9
       Collado del Infierno', tiempo 0:45h, altura 2.721m, coordenadas 42.7892820º, -0.2643950º.",waypoint,52,9,"7 8 9
       Collado del Infierno",0:45h,2.721m,42.7892820º,-0.2643950º,6,España,Aragón,Huesca,Alto Gállego,Valle de Tena,Panticosa,Picos del Infierno (3.073m-3.082m-3.076m) desde el balneario de Panticosa,Rutas circulares;Ascensiones alta montaña;Crestas y corredores;Cimas de 3.000m,Alta (PD),"Rutas de alta montaña con trepadas en terreno expuesto y de cierta dificultad, aunque en general hay buenos agarres para cogerse. Posibilidad de aristas y crestas estrechas y aéreas. El uso de la cuerda puede hacerse necesario en más de una ocasión. Pendientes de 40-45°.",16.6,1637.0,3082.0,753.0,-1597.0,165.0,Refugio Casa de Piedra,Panticosa,https://www.rutaspirineos.org/rutas/circular-picos-del-infierno-desde-el-balneario-de-panticosa,11/11/2025
52_wp-10,"Waypoint 'Pico del Infierno Occidental', tiempo 1:45h, altura 3.073m, coordenadas 42.7830890º, -0.2632220º.",waypoint,52,10,Pico del Infierno Occidental,1:45h,3.073m,42.7830890º,-0.2632220º,6,España,Aragón,Huesca,Alto Gállego,Valle de Tena,Panticosa,Picos del Infierno (3.073m-3.082m-3.076m) desde el balneario de Panticosa,Rutas circulares;Ascensiones alta montaña;Crestas y corredores;Cimas de 3.000m,Alta (PD),"Rutas de alta montaña con trepadas en terreno expuesto y de cierta dificultad, aunque en general hay buenos agarres para cogerse. Posibilidad de aristas y crestas estrechas y aéreas. El uso de la cuerda puede hacerse necesario en más de una ocasión. Pendientes de 40-45°.",16.6,1637.0,3082.0,753.0,-1597.0,165.0,Refugio Casa de Piedra,Panticosa,https://www.rutaspirineos.org/rutas/circular-picos-del-infierno-desde-el-balneario-de-panticosa,11/11/2025
52_wp-11,"Waypoint 'Pico del Infierno Central', tiempo 1:55h, altura 3.082m, coordenadas 42.7814200º, -0.2604560º.",waypoint,52,11,Pico del Infierno Central,1:55h,3.082m,42.7814200º,-0.2604560º,6,España,Aragón,Huesca,Alto Gállego,Valle de Tena,Panticosa,Picos del Infierno (3.073m-3.082m-3.076m) desde el balneario de Panticosa,Rutas circulares;Ascensiones alta montaña;Crestas y corredores;Cimas de 3.000m,Alta (PD),"Rutas de alta montaña con trepadas en terreno expuesto y de cierta dificultad, aunque en general hay buenos agarres para cogerse. Posibilidad de aristas y crestas estrechas y aéreas. El uso de la cuerda puede hacerse necesario en más de una ocasión. Pendientes de 40-45°.",16.6,1637.0,3082.0,753.0,-1597.0,165.0,Refugio Casa de Piedra,Panticosa,https://www.rutaspirineos.org/rutas/circular-picos-del-infierno-desde-el-balneario-de-panticosa,11/11/2025
52_wp-12,"Waypoint 'Pico del Infierno Oriental', tiempo 2:15h, altura 3.076m, coordenadas 42.7814150º, -0.2591090º.",waypoint,52,12,Pico del Infierno Oriental,2:15h,3.076m,42.7814150º,-0.2591090º,6,España,Aragón,Huesca,Alto Gállego,Valle de Tena,Panticosa,Picos del Infierno (3.073m-3.082m-3.076m) desde el balneario de Panticosa,Rutas circulares;Ascensiones alta montaña;Crestas y corredores;Cimas de 3.000m,Alta (PD),"Rutas de alta montaña con trepadas en terreno expuesto y de cierta dificultad, aunque en general hay buenos agarres para cogerse. Posibilidad de aristas y crestas estrechas y aéreas. El uso de la cuerda puede hacerse necesario en más de una ocasión. Pendientes de 40-45°.",16.6,1637.0,3082.0,753.0,-1597.0,165.0,Refugio Casa de Piedra,Panticosa,https://www.rutaspirineos.org/rutas/circular-picos-del-infierno-desde-el-balneario-de-panticosa,11/11/2025
52_wp-13,"Waypoint 'Pico Arnales', tiempo 3:35h, altura 3.000m, coordenadas 42.7801580º, -0.2559130º.",waypoint,52,13,Pico Arnales,3:35h,3.000m,42.7801580º,-0.2559130º,6,España,Aragón,Huesca,Alto Gállego,Valle de Tena,Panticosa,Picos del Infierno (3.073m-3.082m-3.076m) desde el balneario de Panticosa,Rutas circulares;Ascensiones alta montaña;Crestas y corredores;Cimas de 3.000m,Alta (PD),"Rutas de alta montaña con trepadas en terreno expuesto y de cierta dificultad, aunque en general hay buenos agarres para cogerse. Posibilidad de aristas y crestas estrechas y aéreas. El uso de la cuerda puede hacerse necesario en más de una ocasión. Pendientes de 40-45°.",16.6,1637.0,3082.0,753.0,-1597.0,165.0,Refugio Casa de Piedra,Panticosa,https://www.rutaspirineos.org/rutas/circular-picos-del-infierno-desde-el-balneario-de-panticosa,11/11/2025
